subject,version,condition,story,imagine,response,rating,stamp,id,rationalization
25,imagine_v1,0,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You stay standing, and let the person take the seat.",0,,1,11/4/15 14:18,615,NA
25,imagine_v1,0,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You get up and check on the baby, letting your spouse sleep.",0,,3,11/4/15 14:19,621,NA
25,imagine_v1,0,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You stop studying and explain the concept to them.",1,"I imagined that I was in a classroom studying for my final exam, specifically in a subject that I myself struggle with. I didn't really understand the material myself, and because of this I was reluctant to give up any time if I could be studying instead. One of my classmates asked me if I could assist them, and I declined and went back to studying.",6,11/4/15 14:25,656,1
25,imagine_v1,0,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You say yes, and help them for the rest of the night.",1,"I had just come home from work and I'm pretty stressed out, my roommate asked me if I could help them set up furniture in their room, and I declined stating that I have to finish a project for work. I decided to go out and relieve some stress at a bar, feeling guilty that I left my roommate like that.",2,11/4/15 14:28,669,0
25,imagine_v1,0,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You run after the person to tell them they dropped it.",1,"I imagined that I have been a little bit desperate lately, and today I was walking down the street and I saw a 50 dollar bill on the ground. I picked it up and thought of how this bill could help me with my current financial problems, but I saw someone about 20-yards in front of me who I suspected could of dropped the bill. Regardless, I decided to put it in my wallet.",6,11/4/15 14:31,674,0
25,imagine_v1,0,"You're a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and give it to your sibling.",0,,1,11/4/15 14:32,676,NA
25,imagine_v1,0,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You decide to remake the soup with vegetable broth.",0,,1,11/4/15 14:32,677,NA
25,imagine_v1,0,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the best parts of your co-worker's performance.,0,,4,11/4/15 14:33,680,NA
25,imagine_v1,0,You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. You invite the person over to your table and offer them your seat.,1,"I imagined that I was sitting and having a good time with some of my friends at a cafeteria. It was a bit crowded and cramped due to the small tables, and I noticed somebody sitting alone at an empty table away from us. This person comes to our table and asked if they could sit with us, but I told them that there were no seats left. I had wished that the person rather suggested that some of us could of sat at their table due to the lack of space at ours.",5,11/4/15 14:36,693,1
26,imagine_v1,1,You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You give the volunteer a big portion of your food.,0,,2,11/4/15 13:25,54,NA
26,imagine_v1,1,"You're a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and give it to your sibling.",1,"We're downtown and head into the campus student union to get some Babcock Hall ice cream. I really need to cut back on treats since I'm overweight, and my sister is 6 years younger than me, so as a kid she will really appreciate a big ice cream cone. So I ask her what she wants, and say she can get 2 scoops and toppings because I don't want to get any. So she tells the cashier what she wants and I pay for it with the 5 dollar bill, then we go to sit by the window in the cafeteria as she eats it.",3,11/4/15 13:29,88,NA
26,imagine_v1,1,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is near the back of the line, and you know they really want to see the movie, so you offer to give up your spot in line for them.",1,"I'm already kind of antsy standing in line at Marcus cinema, in the lobby, because with a sold-out theater it'll be hard to get the perfect seat I want, I'll have to sit next to strangers, and a full house will be louder than I'm used to. So when I see Amy in line further back, and I know she is really looking forward to seeing the new Hunger Games movie, I wave her over and offer my place in line to her, because I would really rather come back in a few weeks when it is less busy anyway. She gratefully accepts and I go home and watch Netflix instead, making my own (much cheaper) popcorn.",5,11/4/15 13:33,140,NA
26,imagine_v1,1,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You get up and check on the baby, letting your spouse sleep.",1,I groggily become aware of the crying baby. I see my spouse is still asleep so I quietly pull myself out of bed and pick up the baby. I hold it to my body and murmur to it and pat it.,6,11/4/15 13:35,181,NA
26,imagine_v1,1,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You stay standing, and let the person take the seat.",0,,6,11/4/15 13:36,189,NA
26,imagine_v1,1,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You say yes, and help them for the rest of the night.",0,,6,11/4/15 13:36,196,NA
26,imagine_v1,1,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You admit that the car has a flaw, and tell the customer about a different car dealership with a better car.",1,"I know I will regret it if the customer discovers the flaw and returns to the dealership, unhappy. I can't sell the car with a clear conscience. The customer looks at me oddly when I suggest that they try another dealership, but they leave soon anyway. I don't make a sale and go home to eat another can of tomato soup for dinner, huddled in my threadbare quilt as I can't afford heating.",4,11/4/15 13:41,276,NA
26,imagine_v1,1,You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. You invite the person over to your table and offer them your seat.,1,"I feel like the other person looks lonely, and i hate hanging out with my ""friends"" anyway. I excuse myself from the table I'm at, and go to the other table and ask the person if they would like to come sit at my table. I imagine I will direct them to my seat and take my leave. But the person looks at me awkwardly and says, ""Um, no thank you,"" and returns to their lunch, avoiding any further eye contact. I shrug and go back to my table, collect my things, tell my friends I have somewhere else I need to be, ditch my lunch and go hide in the restroom.",3,11/4/15 13:45,336,NA
26,imagine_v1,1,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but can't find a trash bin. You see someone else's soda can lying in the grass. You pick up the other soda can, and carry both back to your house.",0,,3,11/4/15 13:45,340,NA
26,imagine_v1,1,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You run after the person to tell them they dropped it.",0,,5,11/4/15 13:46,345,NA
26,imagine_v1,1,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You stop studying and explain the concept to them.",0,,5,11/4/15 13:46,351,NA
26,imagine_v1,1,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the best parts of your co-worker's performance.,1,I am happy to tell my boss about the co-worker's strengths because I think being positive will reflect well on me. I don't want the boss to think I am petty. The boss thanks me for my input and I return to my desk.,5,11/4/15 13:48,379,NA
26,imagine_v1,1,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You decide to remake the soup with vegetable broth.",0,,6,11/4/15 13:48,385,NA
26,imagine_v1,1,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You stop and help them pull their suitcase.",1,"I am nervous because I really don't want to miss my flight, but I can see the old man is totally stuck with his luggage, trying to hall it down the carpet. There aren't many people around and I don't see any employees, and I can't bear to just walk on by without offering to help. The man gratefully accepts and I help him pull the suitcase to his gate-luckily I am only carrying a backpack-and then I rush off to the plane, this time jogging a bit.",3,11/4/15 13:52,436,NA
27,imagine_v1,1,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You get up and check on the baby, letting your spouse sleep.",0,,6,11/4/15 13:24,40,NA
27,imagine_v1,1,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You admit that the car has a flaw, and tell the customer about a different car dealership with a better car.",0,,3,11/4/15 13:24,45,NA
27,imagine_v1,1,"You're a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and give it to your sibling.",1,It was a weekend and my sister had just helped me prepare for the ACT. She spent a lot of extra time with me helping me prepare. She had taken the ACT the prior year and was able to help me with tips and actual studying. She did not have to do this. When my parents gave me five dollars for ice cream I wanted to do something a little special for her. I then spent the five dollars for one ice cream cone and gave it to her for being so special and unnecessarily nice.,3,11/4/15 13:28,73,NA
27,imagine_v1,1,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You say yes, and help them for the rest of the night.",1,"My roommate and I just leased a new house. He had helped me tremendously by helping me move my stuff into my room. I wanted to blow off some steam by going to a bar, but my roommate wanted to move in himself. So, I respond in kind by helping him move his furniture also. The furniture would be large and very difficult to move by oneself. We could have hired movers but we had jointly decided to save money by moving ourselves.",6,11/4/15 13:31,122,NA
27,imagine_v1,1,You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You give the volunteer a big portion of your food.,0,,1,11/4/15 13:32,126,NA
27,imagine_v1,1,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You stay standing, and let the person take the seat.",0,,6,11/4/15 13:32,130,NA
27,imagine_v1,1,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You decide to remake the soup with vegetable broth.",0,,3,11/4/15 13:32,134,NA
27,imagine_v1,1,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but can't find a trash bin. You see someone else's soda can lying in the grass. You pick up the other soda can, and carry both back to your house.",1,"I live in a big city that does not have a lot of green space. The particular park I am walking through is my favorite. It is late Spring / early Summer, the trees are green, the grass is freshly cut, and the flowers are blooming. The trashcan that I normally would have used is being replaced due to some damage it sustained during a recent concert in the park. As I am walking, I see an empty can in a well manicured flower bed. Everything else is pristine. I love the natural beauty of the park and do not want it spoiled by the litter. I remove the can to unspoil the scene. ",7,11/4/15 13:37,206,NA
27,imagine_v1,1,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You stop studying and explain the concept to them.",0,,7,11/4/15 13:37,210,NA
27,imagine_v1,1,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is near the back of the line, and you know they really want to see the movie, so you offer to give up your spot in line for them.",1,"As I am standing in line to get a ticket, I see Caroline near the back of the line. Caroline just had foot surgery and was on crutches. I know that she was very uncomfortable in line. We had talked on the phone a few days ago about going to this very movie. With her surgery and recent passing of her mother, Caroline had been looking forward to seeing this movie as an uplifting experience. I decided to let her have my spot in line to help her out.",2,11/4/15 13:40,272,NA
27,imagine_v1,1,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the best parts of your co-worker's performance.,0,,2,11/4/15 13:41,279,NA
27,imagine_v1,1,You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. You invite the person over to your table and offer them your seat.,1,"I am just finishing up my lunch with several of my friends and have to hurry off to class. My friends have several minutes prior to their next classes. I notice an individual who I met a few days before at a party sitting alone at a different table. When I met him he seemed to be a very nice person and someone my friends would get along with. As I get up to head to class, I stop by the other person's table and tell him he can have my recently vacated seat. ",3,11/4/15 13:45,325,NA
27,imagine_v1,1,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You stop and help them pull their suitcase.",1,"My wife and I are in a rush to make a flight for a long awaited vacation to Ireland. As we are rushing through the airport, I notice my wife is struggling with her heavy suitcase. I know that if I do not stop and help her we may miss our flight. I stop and re-position several of our bags I am carrying in order for me to also pull her suitcase. After doing this, we are able to better maneuver through the airport and make it to our flight on time.",7,11/4/15 13:48,376,NA
27,imagine_v1,1,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You run after the person to tell them they dropped it.",1,It is a cold autumn afternoon in the city I live in. I am walking from the bus I just took from work and notice a fifty-dollar bill on the ground. The wind is swirling around. I run over to the bill and step on it so it does not fly away. I then pick it up and look around to see if I see anyone who may be looking for it. I see a person about twenty yards in from of me looking around frantically. The person has what appears to be a wallet in their hand. I run up to the person and ask them if it theirs.,6,11/4/15 13:52,433,NA
28,imagine_v1,1,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is near the back of the line, and you know they really want to see the movie, so you offer to give up your spot in line for them.",0,,4,11/4/15 13:32,128,NA
28,imagine_v1,1,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You stop studying and explain the concept to them.",1,"During geometry class I am sitting in my desk doing practice tests and worksheets to prepare myself for the final exam.  My friend Tabetha, who was sitting directly in front of me, turns around and asks for help in understanding a certain concept.  I stopped what I was doing and proceeded to explain step by step what you would do to stop the problem.  She definitely understands the problem now, but she still continues to talk to me.",6,11/4/15 13:37,218,NA
28,imagine_v1,1,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the best parts of your co-worker's performance.,0,,6,11/4/15 13:38,222,NA
28,imagine_v1,1,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You admit that the car has a flaw, and tell the customer about a different car dealership with a better car.",1,"It was a hot sunny day when I was working at the dealership.  I was inside where it was cool from the air conditioning talking with a coworker when I noticed a customer obviously interested in a certain vehicle.  I rush outside to beat my competition and immediately greet the customer and ask if he was interested in the vehicle.  He replied that he was indeed interested, but was curious about any issues that may be present.  Since it was a used car, he did not want to be stuck with something that would break down on him soon after he buys it.  I admitted to him that there was a major oil leak in the vehicle, and since the vehicle was driven without oil the engine had developed some problems.  He immediately was displeased to hear this, and said that he was going to go to another dealership that did not sell damaged cars.  I recommended a dealership down the street, because I knew that they had good service and he left.",2,11/4/15 13:45,339,NA
28,imagine_v1,1,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You decide to remake the soup with vegetable broth.",0,,5,11/4/15 13:46,355,NA
28,imagine_v1,1,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You run after the person to tell them they dropped it.",1,"In the middle of the day I was walking my dog throughout my apartment complex when I found a fifty dollar bill on the sidewalk.  I was extremely excited to find it but then I realized an older gentleman walking twenty yards ahead of me must have recently dropped it.  The bill was dry and considering the recent rainfall, the bill must have been recently dropped.  I yell out to the man to get his attention while rushing over to him.  He stops and had a curious look on his face, obviously wondering why I stopped him.  I asked him if the fifty was his and he checked his coat pocket and thanks me for my kindness.  I said that it was no problem and continued to walk my dog.",3,11/4/15 13:52,432,NA
28,imagine_v1,1,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You stop and help them pull their suitcase.",0,,2,11/4/15 13:52,437,NA
28,imagine_v1,1,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You get up and check on the baby, letting your spouse sleep.",0,,6,11/4/15 13:52,441,NA
28,imagine_v1,1,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You say yes, and help them for the rest of the night.",0,,7,11/4/15 13:53,445,NA
28,imagine_v1,1,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but can't find a trash bin. You see someone else's soda can lying in the grass. You pick up the other soda can, and carry both back to your house.",1,"It was a nice fall afternoon so I decided to talk a stroll in the park to get my mind off of things and relax for a bit.  It was slightly breezy, which made it quite cool out so I had to have my coat on while walking.  I was drinking a grape soda that I brought from home, because I had a craving and I thought it would be nice to satisfy that craving in the nice setting.  As I finished my drink I keep an eye out for a trash bin, but for some reason there seemed to be none around.  As I continued to walk around I noticed a coca-cola can in the grass, and I thought that I better pick it up.  I enjoy this park and I don't want it to look trashy.  I figured I would just take the cans to my house and recycle them.  In the end, I felt it was better to recycle them anyway.",5,11/4/15 14:00,498,NA
28,imagine_v1,1,You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. You invite the person over to your table and offer them your seat.,0,,3,11/4/15 14:00,500,NA
28,imagine_v1,1,"You're a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and give it to your sibling.",1,"When I was playing tag outside in the front yard with my little brother, he stopped and could not help but get excited when he heard the jingle of the ice cream truck coming down our road.  My brother really wanted a cone, but I had no money to spare.  I went inside and asked my mom if she had any money to buy ice cream and she gave me a five, because that was all the cash she had on her at the time.  I ran out to the road where my little brother already signaled the ice cream man down and asked for two cones.  He said that it would be six dollars, so instead I asked how much the single bigger cone would be and he said four dollars.  I decided that I would just get my little brother the big cone, because I did not have enough for two.",5,11/4/15 14:06,547,NA
28,imagine_v1,1,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You stay standing, and let the person take the seat.",1,"I was quite tired from all of the shopping I did at the new shopping center that was built downtown Saturday afternoon.  I decided that it was time to go home when I noticed that it was almost eight'o'clock. If I did not get home soon, I would miss my favorite show.  So I waited at the bus stop with a crowd of other people, and made sure that I was closest to the road so I was the first one on.  I wanted to make sure I could get a seat, because my legs were quite tired.  As the bus arrived I managed to retain my position and gained first entry on the bus, but when I found a seat I realized that an older lady was behind me and she looked even more tired than I was.  I decided not to take the seat and let her take it, because I knew that I could handle standing up a little longer.  It wasn't a long ride for me anyways.",5,11/4/15 14:13,588,NA
28,imagine_v1,1,You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You give the volunteer a big portion of your food.,1,"As I finished checking out I made my way to the exit.  I was happy to pick up some random supplies, and catch some good deals on a bit of random stuff that I did not really need.  As I reached the exit I noticed a young man asking if I wanted to donate. He said that the food would go towards children like him and people who truly needed it.  I decided to go ahead and part with the unnecessary supplies that I bought in hopes that it helps someone in need.",1,11/4/15 14:18,611,NA
29,imagine_v1,0,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You say yes, and help them for the rest of the night.",0,,1,11/4/15 13:23,35,NA
29,imagine_v1,0,You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. You invite the person over to your table and offer them your seat.,0,,5,11/4/15 13:24,36,NA
29,imagine_v1,0,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You run after the person to tell them they dropped it.",1,"That I bent down to pick up the bill. I didn't see it fall from the person in front of me, they don't act interested. I wait around a little while to see if someone starts looking for the missing bill. They don't so I go home thanking the Lord for finding the money.  ",6,11/4/15 13:26,61,NA
29,imagine_v1,0,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You stop studying and explain the concept to them.",0,,3,11/4/15 13:27,63,NA
29,imagine_v1,0,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You stop and help them pull their suitcase.",0,,5,11/4/15 13:27,66,NA
29,imagine_v1,0,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but can't find a trash bin. You see someone else's soda can lying in the grass. You pick up the other soda can, and carry both back to your house.",1,"I put my soda can on the grass next to the other can, but knew that I shouldn't do tha. I bent down and pick up my can, and carried it with me till I see a place to throw it away.  What other people does is their business, but I don't do things like that.  ",1,11/4/15 13:30,106,NA
29,imagine_v1,0,You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You give the volunteer a big portion of your food.,1,"I would probally tell the food bank not today, because I don't recognize them.  You can never be to careful, and I would rather give to a place that I know for sure is legit.",7,11/4/15 13:33,139,NA
29,imagine_v1,0,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You stay standing, and let the person take the seat.",1,"I may would sit down, but them my conscience would bother me and I would stand up and offer the elderly person my seat.  ",5,11/4/15 13:35,173,NA
29,imagine_v1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You admit that the car has a flaw, and tell the customer about a different car dealership with a better car.",1,"Well, I just flat told a bald face lie to the customer.  After remembering the message that my pastor preaches on all liars will have their part in the lake of fire, I tell the customer the truth.  At least my conscience will be clear whether or not I sale the car. ",2,11/4/15 13:37,217,NA
29,imagine_v1,0,"You're a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and give it to your sibling.",0,,2,11/4/15 13:38,225,NA
29,imagine_v1,0,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the best parts of your co-worker's performance.,1,"I then have to come clean and tell the boss the good parts too. No matter what the consequences, I have to tell the truth.  If I don't get the promotion at least I have been honest.  ",1,11/4/15 13:40,273,NA
29,imagine_v1,0,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is near the back of the line, and you know they really want to see the movie, so you offer to give up your spot in line for them.",1,"I can't do it, so i leave the movies.  There will always be another time to see the movie, but it isn't right to do wrong.  ",1,11/4/15 13:44,324,NA
29,imagine_v1,0,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You get up and check on the baby, letting your spouse sleep.",0,,3,11/4/15 13:45,343,NA
29,imagine_v1,0,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You decide to remake the soup with vegetable broth.",0,,1,11/4/15 13:46,353,NA
30,imagine_v1,1,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is near the back of the line, and you know they really want to see the movie, so you offer to give up your spot in line for them.",1,I imagined how heartbroken they might have been to miss the movie and how it mattered more to them to see it. ,5,11/4/15 13:33,138,NA
30,imagine_v1,1,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You decide to remake the soup with vegetable broth.",0,,2,11/4/15 13:33,143,NA
30,imagine_v1,1,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You get up and check on the baby, letting your spouse sleep.",1,"Dude no I tried and I couldn't picture myself with a baby, ever. My boyfriend and I are extremely against having kids. I'd be one of those moms who'd end up driving her kids into a river, man. It's not for me. ",1,11/4/15 13:35,179,NA
30,imagine_v1,1,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You stop studying and explain the concept to them.",0,,6,11/4/15 13:35,183,NA
30,imagine_v1,1,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but can't find a trash bin. You see someone else's soda can lying in the grass. You pick up the other soda can, and carry both back to your house.",0,,6,11/4/15 13:35,188,NA
30,imagine_v1,1,You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. You invite the person over to your table and offer them your seat.,0,,7,11/4/15 13:36,190,NA
30,imagine_v1,1,You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You give the volunteer a big portion of your food.,0,,5,11/4/15 13:36,193,NA
30,imagine_v1,1,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You stop and help them pull their suitcase.",0,,6,11/4/15 13:36,198,NA
30,imagine_v1,1,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You say yes, and help them for the rest of the night.",1,"So what, am I just gonna go get wasted while they struggle with whatever ikea POS they've bought? Nah, they need somewhere to sleep. ",5,11/4/15 13:39,236,NA
30,imagine_v1,1,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You run after the person to tell them they dropped it.",0,,7,11/4/15 13:39,243,NA
30,imagine_v1,1,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You stay standing, and let the person take the seat.",1,"some little old lady all frail and shit, clinging onto the pole with her crinkly monkey hands. sit down, gertrude. you're one hard turn away from breaking a hip. ",5,11/4/15 13:42,300,NA
30,imagine_v1,1,"You're a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and give it to your sibling.",1,yeah they probably deserve a treat and maybe they won't tell mom about the hoodrat shit I get up to ,5,11/4/15 13:47,366,NA
30,imagine_v1,1,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the best parts of your co-worker's performance.,1,telling my boss about the good stuff they've done,3,11/4/15 13:49,388,NA
30,imagine_v1,1,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You admit that the car has a flaw, and tell the customer about a different car dealership with a better car.",1,"I imagine having to live with lying like that, and having to be honest ",4,11/4/15 13:51,427,NA
31,imagine_v1,0,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You get up and check on the baby, letting your spouse sleep.",0,,2,11/4/15 13:31,121,NA
31,imagine_v1,0,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You stay standing, and let the person take the seat.",0,,1,11/4/15 13:31,125,NA
31,imagine_v1,0,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You run after the person to tell them they dropped it.",1,"I am walking down Sunset Avenue and I see a fifty-dollar bill on the ground. I see a man walking in front of me and think that maybe he dropped it. I cannot be sure because there are a lot of people on the street. I pick it up, put it in my pocket but my conscience gets the better of me. I decide to walk up to the man and and I ask him if he dropped any money. If he says he did I ask him how much it is. if he says 50 I give him the bill back, if he says another figure I let him know that that is not what I have and say bye. ",5,11/4/15 13:37,215,NA
31,imagine_v1,0,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is near the back of the line, and you know they really want to see the movie, so you offer to give up your spot in line for them.",0,,7,11/4/15 13:38,220,NA
31,imagine_v1,0,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the best parts of your co-worker's performance.,1,I am talking to my boss about my co worker and I am telling him all the bad things about his performance. Then I think to myself and I ask myself. Do I want to get the promotion because my coworker is bad at his job or is it because I am better suited for the task. I decide i prefer the latter. I stop giving bad feedback about my coworker and add some positive feedback about him. Then I shift the focus to me and talk about what I bring to the table regardless of my coworkers performance. ,2,11/4/15 13:42,292,NA
31,imagine_v1,0,"You're a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and give it to your sibling.",1,I buy the ice cream and eat it all by myself. I start feeling very guilty and decide that I will stay away from home for a couple of hours so as to delay the wrath of my siblings. Later when I get home my angry siblings confront me about the situation and I try to invent a lie. For some reason I had not used any of the time I had that afternoon to come up with a good lie. I later find out that my siblings had grown tired of waiting for me and had convinced my parents to buy them ice cream using other money. I give a sigh of relief thinking I got away with it but boy was I wrong. ,2,11/4/15 13:47,368,NA
31,imagine_v1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You admit that the car has a flaw, and tell the customer about a different car dealership with a better car.",0,,1,11/4/15 13:47,372,NA
31,imagine_v1,0,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but can't find a trash bin. You see someone else's soda can lying in the grass. You pick up the other soda can, and carry both back to your house.",1,"I put my can next to the other can on the grass. I start walking away but somehow my conscience wont let me make another step. I wonder why, then I realize I did not do something the right way. I turn back, walk to where the 2 cans are, pick both cans up and walk my way whilst looking for a trash can.  I find a trash can and few! crisis is averted. I scold myself for doing the wrong thing initially but pat myself on the back for correcting it.",2,11/4/15 13:51,425,NA
31,imagine_v1,0,You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You give the volunteer a big portion of your food.,0,,4,11/4/15 13:52,430,NA
31,imagine_v1,0,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You stop studying and explain the concept to them.",1,"I tell my peer that I do not have time to explain the concept. I go back to studying but I find that I cannot concentrate. I am overcome by guilt because I refused to help my peer. I decide that it would be good for me as well because I will be able to understand the concept even more if I teach it to someone else. I go back to my peer, apologize for not helping before and explain the concept to them. It does not take me much time because I have a good understanding of it and can explain it well. When done I tell him to feel free to come back to me even they need more help. I continue with my studies without interruption. ",2,11/4/15 13:57,475,NA
