subject,condition,story_id,story,test_story_id,imagine,response,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,stamp
23,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",8,0,"I was on my way to work last Friday and had just gotten on the train. My train was super crowded today too. I sat down when I saw an older elderly person headed towards the seat too. I felt kinda bad and I acted like I didn't noticed they were going to sit where I did. So I said here, have a seat. They smiled and said thank you and that they have some knee pain etc. I felt good for doing that. ",2.11,6.43,1,6.13,6.74,7,19187,4/10/16 17:58
234,2,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",9,0,"I imagine that I am very lucky to see the 50 dollar bill on the ground. It is windy out, so there is no telling who could have dropped the bill. I look around and see nobody very close to it, so I pick it up. I think that whomever lost the money must not be too concerned about it because nobody seems to be looking around on the ground for anything. ",5.03,5.51,1,6.1,6.76,6.85,17891,4/10/16 17:58
22,2,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",4,1,"The bosses already know what's going on, right?  so what if i tell them that Tom spends his days on Facebook, gossips relentlssly, googles everything instead of doing research, and is always taking smoking breaks.
Tom puts on such a good face that I feel obligated to let them know.  I mean, he'll say the same about me, too.  So I'm just being honest, right?
In any case, only one of us can have this promotion, so I should put my best foot forward, not his!",2,1.98,1,2.94,6.01,6.04,6279,4/10/16 17:58
453,2,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",8,0,"I could so this, but I would feel tremendous guilt about the bald lie. And I feel like if I did it I would come clean before it was too late for the person to change their mind. If I didn't I would feel very bad. ",4.99,1.46,1,1,2.92,4.32,13038,4/10/16 17:58
335,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",2,1,"I want to get some work done on the train on my way home so I want a seat. I need a seat. I pretend to not notice the elderly person, but after a few seconds of sitting in the seat I get up and other it to them and ask them to excuse my behavior.",1,1,1,1.33,7,7,4918,4/10/16 17:58
134,0,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",9,1,"I imagined that i was a new parent, in the middle of the night the baby woke up. Instead of getting up and taking care of the baby i pretended to be asleep so my husband would go take care of the baby. After he got up i felt bad because I was already awake I should have taken care of the baby and let my husband sleep. ",4.99,3.03,1,2.94,6.62,6.71,3572,4/10/16 17:58
122,0,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was unjustified, and feel bad a",4,0,"I imagine sitting with my friends and a person that's all alone asking to sit with us, I would tell them there is no room, and I would feel really bad about.",1.99,2.97,1,2.97,2.96,6.57,13743,4/10/16 17:58
555,2,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",2,1,I get on the bus the same time as the elderly man and we walk the single aisle looking for a seat.  After a long search I stumbled upon an empty seat and I push the old man out the way and jump in the available seat. ,1.9,3.12,1,5.04,5.51,5.4,10135,4/10/16 17:58
410,0,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",4,1,"First I imagine that I really want the promotion and I have worked hard for it.  My boss knows my abilities but I am insecure that I will win out over my co-worker.  And so I do not lie, but cunningly represent the facts in a negative manner to slightly influence my boss.  My co-worker most likely will not engage in the same behavior as they are both ethical and moral",1.1,1.12,3,1.11,5.79,5.82,6831,4/10/16 17:58
563,0,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",6,1,"I really need to catch this flight, but I see someone struggling with a suitcase.  My gut tells me to help, but I do not want to miss my flight.  I am sure somebody else will help them, and they will manage just fine.  Afterwards, I wonder if anybody helped them, and feel a little guilty for not doing so myself.",4.96,3.03,1,3.01,7,7,4443,4/10/16 17:59
546,0,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was unjustified, and feel bad a",8,0,A girl sits across the cafeteria. She looks lonely and I see her expectantly approach my table. I tell her that all the seats at my table are taken. She slumps away slowly. Later I realize that there is one open seat that I overlooked. I feel terrible and hope the girl does not think that I purposely excluded her from sitting at my table. I consider approaching her but reconsider to avoid an even more awkward scene.,1.1,2.16,1,5.02,6.8,6.83,535362,4/10/16 17:59
509,2,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",8,0,"I am a vain, selfish person. I went to the movies the other day and oh my god... the line was like totally long. I saw some loser in front of the line that I know I could manipulate so I walked up all sexy like, and cut everyone in line including him. I am more special than anyone in the world! #Selfie",4.03,2.03,1,1,7,7,16265,4/10/16 17:59
218,0,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",4,1,"While I was being considered for a promotion one day I was conversing with my boss, and what was to follow next surprised even me. I began to tell all about my co-worker and it was not in a good way. Everything was terrible in fact, some of the things might have not been true. I just kept on blabbering about what all of the wrong things this co-worker did to no avail. I now feel really badly about it. I don't know if this is going to sit with me well if I end up getting the job over him now. I would feel very terrible and not be able to live with myself.",2.07,1.51,1,1.86,5.03,5.96,2960,4/10/16 17:59
97,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",0,1,"I hate working on commission. This month has been extra slow, and I could really use the cash right now. It looks like I've got a customer who's interested in that sleek, shiny red Mustang. Too bad the transmission isn't going to last another year. Should I tell him? It's not as if I could be held totally responsible for predicting the future.",1.01,2.02,1,2.03,6,5.98,2561,4/10/16 17:59
338,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",4,0,"I can hear the thumping and bumping in the next room as my flatmate tries to put together furniture. As I am headed out the door for a well-deserved night at the bar, they call out to me asking if I can spare some help with the furniture. I yell back that I have a work project to finish and keep walking, even though I am only going out for fun. Later, I feel bad about the deception.",1,3,1,3.03,7,7,8077,4/10/16 17:59
446,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",9,1,"TOnight, just like every other night the baby cries, and she expects me to get up and go to him.  I do it every night! im not getting enough sleep.  I know she is awake, and if i d0n't move she'll feel guilty in a minute and go to the baby.   or she'll nudge me and expect me to get up.  i'll snore, if she nudges me again i'll get mad and tell her to go do it.",5.99,5.02,1,6.04,6.94,6.96,6527,4/10/16 17:59
206,2,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was justified, and don't feel b",7,0,I see myself as OK with this. There are no seats left so wonder why someone would ask. I was nice about it.,1.98,5.03,1,5.92,4.95,5,18369,4/10/16 17:59
590,2,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",6,1,I am rushing to catch a flight with my own suitcase.  I see someone struggling with a heavy suitcase.  They are going the other way and already refused someone else who offered to help them.  I don't want to get yelled at and I'm in a hurry so I don't help. ,4.82,4,2,5.7,5.18,5.33,4424,4/10/16 17:59
208,0,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",0,0,Well i fell I should tell the truth and not feel bad about it.I believe they would have dome the same to me if I did bad.,5.88,5.11,1,5.87,6.79,6.02,3529,4/10/16 17:59
513,0,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",8,0,"I'm walking down the street behind a Rich looking lady in all designer clothes, and with Birkin Bag that is worth thousands. I look down to check out her shoes and notice a fifty dollar bill on the ground. Score! I pick it up and put it my pocket. It probably came from her but she clearly has money to spare.",5.95,4.88,1,6,6.58,6.39,8512,4/10/16 18:00
214,2,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",6,0,I would never put it into my wallet because i would feel bad.,6.89,6.27,1,6.95,6.72,6,154242,4/10/16 18:00
6,2,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",2,0,I want to see this movie. The person I know has no problem letting me is. I do not like going to a movie by myself. I do not feel bad about butting in. Even though the line is around the corner. I do not feel that I should have to come back the next day. I am justified in what I did.,1.08,2.01,2,2,5.17,4.39,12627,4/10/16 18:00
63,2,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",9,0,"i feel tired and my legs ache and I look forward to the seat. as i look aorund, i see an ederly person looking for a seat. I feel bad ",3.56,3.25,2,3.04,2.72,3.38,1357,4/10/16 18:00
379,2,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",0,1,"A customer asked me if the car had any flaws, I knew the car had minor flaws which could be easily fixed at home if desired and it would cause no serious harms to anyone while in use.",1,1.17,1,1.54,4.99,5.67,3763,4/10/16 18:00
559,2,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",6,0,"Earlier this clueless guy comes into the dealership. He asks me if the car has any flaws. I mean, really your gonna trust the salesman? Of course I told him the car was perfectly fine. I even upsold him. That car didn't even have 50 more miles on it. But that just means he'll be coming back for another car real soon.",4.97,1.95,1,1.97,7,7,15170,4/10/16 18:00
440,0,8,"<b>Story</b>: You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. <u>You tell them that the soup is made with vegetable broth.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",8,1,"Today,I have my friends coming over for dinner. We will hang out and have a good time. I made their favorite,soup. Then they come over at 7pm,and I serve the soup I realized that one of my friend was a vegetarian..I felt stupid,and forgetful. I lied to her..didn't wanna get something els for her..",3,2.97,1,1.96,6.91,6.91,7725,4/10/16 18:00
48,0,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",1,0,"I imagine I'm walking down comm ave, because its fresh in my mind, past the chipotle and I see a fifty dollar bill on the ground. Reason leads me to believe it belongs to the guy just ahead. I'm feeling kind of ill from the chipotle, so I put the 50 in my wallet and double back to the chipotle bathroom. It's occupied. So I high tail to the Starbucks next door and power into the bathroom, relief. I'm now wishing I gave that guy his 50, if it was hi",5.02,5.29,1,6.18,6.14,7,19618,4/10/16 18:00
361,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",2,1,"I've had a long day at work, but I'm relieved when I see the MARTA train coming. When I hop on the train, I notice that it is very crowded. However, I see an empty seat. There is an old lady with a cane looking to be seated. She's far away from me, and I don't feel like making a big deal, so I sit in the empty seat, though I know I probably should have offered it to her. ",6.03,2.98,1,5.02,6.03,5.92,10894,4/10/16 18:00
517,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",3,0,"My roommate and I have just moved into our new apartment. She is trying to set up her bed, and unpack the rest of her items. I notice that she is needing help, but try to avoid the situation. My asks for my help, but I tell her that I have a large work assignment that I need to go and work on. I then go back to my room, get ready to go out the bars and put on a long jacket, that will hide my outfit underneath and pretend that I am heading to work, even though I am going to the bar. While at the bar, I start to feel guilty. ",4.94,2.93,1,3,5.89,5.1,34669,4/10/16 18:00
469,2,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",0,0,I am in line waiting to get tickets to a rock concert. I have been waiting for a long time. I notice my friend at the front of the line and decide to cut in front of my friend. I get some dirty looks but still justified in cutting in line later and do not feel bad about it. ,1.17,6.56,1,6.88,6.81,6.67,21946,4/10/16 18:00
484,0,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",6,0,"I get to the theater and see the long line, I notice a co-worker standing near the front. I walk up to them and strike up a quick conversation and convince her to let me join them in line. As we get our tickets I hear the seller announce that the movie is sold out. The crowds frustrated grumbling made me realize that maybe what I did was not very ""cool.""",2.5,1.99,1,1,5.96,6.38,18575,4/10/16 18:01
43,2,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",2,0,Walking down the street I notice a $50 bill lying on the ground.  About $20 feet ahead of me is a businessman on his phone.  It might be his but I am not sure.  If I ask him he will probably say it was his even if it wasn't.  I decide to just keep the money.,1.07,2.01,1,3.03,6,5.97,11578,4/10/16 18:01
181,2,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",7,1,"When my roommate was setting up furniture in our apartment, I was hoping she wouldn't ask me for my help. I had plans to go out to the local bar and wind down from the work week. When she did ask for my help, I fibbed and told her I had to go finish a project for work. I don't feel bad because she has not helped me with things in the past.",5.95,4.15,1,4.99,6.83,6.79,6205,4/10/16 18:01
109,0,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",6,0,"Oh no, I'm late to the movie.  I'm never going to get into this movie.  Hey, I see Mary up there.  I think I'll go talk to her and cut in line.  Hey Mary, how are you doing.  How's work.  Can I talk to you a few minutes and cut in line?",5.01,3.96,1,6.01,4.99,4.98,17482,4/10/16 18:01
274,2,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",5,1,"I was walking down Metcalf today and found a $50 bill on the sidewalk. I couldn't believe it! I looked up ahead and saw a man not far ahead. I suspect the bill may have been his, but there really was no way to know for sure. And if I asked him, he would likely tell me that it was, even if it wasn't. There was no way I could be sure, so I decided to just keep the $50. ",5.01,5.07,1,4.99,5.91,6.01,3478,4/10/16 18:01
588,2,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",0,1,"I would think to myself, "" This is all about car sells."" I need to sell as many cars as I can even if I have to lie about this. ""I would say there is no flaws with the car."" It's all about putting money in my pocket.",1.18,1.09,1,1.07,6.9,6.83,5846,4/10/16 18:01
86,2,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",0,0,"I imagine that I've been on the train for a while, and my feet are really starting to hurt, and I need to sit down, before I pass out or worst.",1.83,2.48,1,2.99,4.82,4.46,9524,4/10/16 18:01
391,0,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",9,1,"The baby starts to cry and I am so so tired. I wish my husband would get up and see about the baby. I will pretend that I'm asleep, so maybe he will. He does get up and tend to the baby. Afterward, I think next time I will not be so deceitful and instead just ask him to go check on the baby. ",5.01,3.1,1,3.07,4,5.94,6971,4/10/16 18:01
519,0,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",4,0,"I am rushing through an airport to get to my flight.  As I'm running down the hallway towards the loading dock, I see a young woman with an excessively large suitcase trying to drag it down the hallway.  She is obviously struggling, but I have no time to help her, so i walk quickly by, thinking she should not have packed so much if she could not carry it.",3.04,3.19,1,5,5.11,5.14,14920,4/10/16 18:01
494,0,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",9,1,I feel bad about doing that but not really. The next night my spouse will do it to me. It's a struggle to raise a baby so I justified my behavior with an excuse. I believe that 80% of the parents do this.,6,4,1,4,7,6.94,9115,4/10/16 18:01
444,2,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",8,0,"I imagine myself selling a car to the customer. When he asks me if there is any flaws, I realized that he did not properly read the ad that was put out for the car therefore I decided not to tell him about the serious flaw. If he actually took the time to read the AD, then he would obviously have known that the car had some serious flaw. Therefore it is not my problem as he clearly doesn't seem to care to do any research before going to purchase a car.",2.94,1,1,1.97,4.99,5.01,28673,4/10/16 18:01
101,2,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was justified, and don't feel b",3,0,"I'm sitting at a crowded table with my friends when the other person approaches and asks to join. I look up and down the table and point out that there are no seats available sadly, but I would then suggest he try another table with an available seat and that I wish him luck. ",5.02,3.3,1,5.95,6,5.97,18782,4/10/16 18:01
335,0,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",6,1,"Well, I'm rushing to catch a flight because I'm on business and have a meeting to get to in Philadelphia. The person with the heavy suitcase is obviously a tourist, an amateur traveler, and I'm a pro and I must make my flight. I feel bad about afterwards but I can't do anything as my plane is in the taxi way and I am getting my business done.",3.02,1.99,1,2.04,7,7,8073,4/10/16 18:02
23,0,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",7,0,I was so tired and stressed lately from working long hours this week at work. It's very hard being a new parent. One night I heard my baby crying in the middle of the night. Both me and my wife just woke up. I could feel my wife moving to get up so I acted like I was still sleeping. So she just got out of bed to check on our baby. I'll do it next time. ,4.3,3.64,1,5.11,6.42,7,21024,4/10/16 18:02
122,0,8,"<b>Story</b>: You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. <u>You tell them that the soup is made with vegetable broth.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",9,0,Cooking for hours and putting lots of work into cooking something delicious then a group of friends coming over one of them being a new friend or maybe changing their diet so not being aware they are vegetarian but thinking chicken broth isn't going to hurt them and telling them it was made with vegetable broth.,1.03,3.02,1,2.98,5.02,5.97,6511,4/10/16 18:02
234,2,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",6,0,"Ever since I tripped and broke a bone in my foot, it has been difficult to stand for long periods of time. It is nearly impossible to find a seat on the train, so I feel very lucky to have found one. My foot is killing me, so I happily sit down, to the relief of my foot. There is an older guy looking for a seat, but, he has no cane, and definitely does not have a broken foot. It is a shame it is so crowd",5.96,5.02,1,6.98,6.62,6.93,13235,4/10/16 18:02
555,2,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",3,1,I park my car and proceed to get in the long ticket line for the new movie.  I am pretty mad to waiting in a line behind some 100 people.  As a look up to the front of line I see my old buddy Fred at the very front of line.  I then proceed to use my gift to gab to slide my way in front.,6.84,6.95,1,5,6.3,5.72,4428,4/10/16 18:02
410,0,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",5,1,Seeing this 50 dollar bill on a sidewalk would feel like a gift and it probably would not occur to me that it belonged to someone in the near vicinity.  To ask a stranger if they had dropped the bill might be an invitation for that person to lie and take the bill even though it did not belong to them.  So I pocket the bill with very little reservations.,5.83,4.91,1,5.17,5.62,5.67,2777,4/10/16 18:02
453,2,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",3,0,"I just would not do this. It's not fair or right. Let's be honest, you will be caught out in this betrayal. And then everyone will know that you can't be trusted and where will you be then. This one is just dumb because you will not be able to hide it.",2.46,1,1,1.39,6.04,3.32,14967,4/10/16 18:02
563,0,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",3,1,"I really want to see the movie, but know that I won't be able to if I do not cut.  Hey look, there's my friend Tom!  He will let me cut in front.  I bypass all the dirty looks and get right to the front.  I am able to see the movie.  After, I wonder if my budging in line caused someone who really wanted to see the movie some anguish.  Maybe this is their one night out a month to see a movie, and I ruined it.  I feel guilty.",1,1.98,1,1.96,7,7,3339,4/10/16 18:02
533,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",7,0,"I am at the dealership and I'm stressing about selling a car. I really need the money. A guy walks in who knows exactly what he wants, and I feel great: I'm about to make a sale. The only problem is that I know this car has a serious flaw. He asks me about it, and I tell him it's in perfect condition. He takes the car and I get paid. ",4.85,1.93,1,2.64,6.37,6.46,8979,4/10/16 18:02
474,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",0,1,"I'm at my car sales job and a customer comes in to look at a used SUV we just got in.  They are very pleased with the price as well as the features on the car, so they ask about any potential issues with the vehicle.  Knowing that if I tell them the engine is about to give out they will not purchase the vehicle, I decide to lie and say there is nothing wrong with it.  The vehicle will likely still work for a year or so, so they won't notice that I lied to them immediately.  The customer ends up purchasing the car that day,",1,1.08,1,1,4.45,5.04,4828,4/10/16 18:02
97,0,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",9,1,"Ugh. Not again. I love that child to death, but I'm so exhausted. When will I ever get to sleep again? I am not getting up. I refuse. He can take care of it. After all, didn't we agree to split the parenting duties 50-50? Why should I be the one to handle the late night fussing? He c",5.02,3,1,5,6.01,5.98,4357,4/10/16 18:02
509,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",2,0,"Hello, I am a lazy asshole! My wife and I recently had a child, which I am not at all proud of! I don't care about children or my family whatsoever! Last night the bloodsucking baby started crying so I just layed in bed until my stupid wife got up to do her job. I hate children, and I hate myself!",1.37,1.83,1,1,7,7,8213,4/10/16 18:02
338,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",9,0,"I grabbed the last seat on the train and sighed with relief. Then I saw a frail older person casting a glance around as they entered the train. I knew they needed a seat, but my feet were hurting, so I stayed plunked right down. I knew it was wrong, but I was selfish anyway.",5.04,1.95,1,1.96,7,7,10414,4/10/16 18:02
22,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",9,1,"Ah, baby Paulina is up to her old tricks.  I have to work tomorrow.  OK, so does Janie, but I have to get up earlier, right?  Little Paulina's wail is quite overpowering.  Now matter how fast asleep Janie is, it will wake her up anyway, so it is not really that much of a problem, right?
I got up last night and the night before, so I think I deserve one night of sleeping.  I'm sure Janie will be refreshed with the extra hour she gets, anyway.  So one-eye open.  Hope she doesn't notice!",5.04,1,1,2.98,7,7,4201,4/10/16 18:02
