subject,condition,story_id,story,imagine,response,responseRT,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,stamp
589,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,,39352,5.98,5.01,0,0,0,0,4326,4/9/16 19:18
534,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,,37193,4.52,2.6,0,0,0,0,5867,4/9/16 19:18
313,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I am a jerk and could care less about what other people might need in the way of assistance. I also have a drinking problem. I watch as my roommate tries to set up new furniture in their room, and I am somewhat jealous that I don't have new furniture. They ask for help but I decide I need a drink and lie about why I can't help. They don't deserve help with new stuff, I am evil.",120009,1,1.92,1,1.79,6.61,6.03,9379,4/9/16 19:18
88,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"I just gave birth last week. It's been great, but getting up at night is starting to take it's toll on me and I'm exhausted. I've been the one to get up with the baby the last four times and I'm usually the one doing the feeding during the day because I breastfeed. I pump for nights specifically so my husband can get up with the baby. He hasn't made an effort tonight to get up at all. It's not like he has to go to work tomorrow. So I pretend to be asleep after I know he's awake so he'll get the baby. I don't feel bad about it and I get more sleep.",120000,6.01,5,1,6.03,6.97,6.95,4217,4/9/16 19:18
408,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,,39894,6.05,5.09,0,0,0,0,8194,4/9/16 19:18
308,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"A person who was sitting alone came up to our table and asked to join us. I told him that there were no seats available, but that I would be happy to come join him at the other table and keep him company.",120031,6.98,7,1,6.92,5.91,6.03,13767,4/9/16 19:18
527,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"My roomate wants help moving their room furniture around.  I don't feel like throwing my back out, so I tell him that I have to work, even though I want to go to the bar.  My roomate eats all my food and when he washes the dishes, they end up dirtier.  I want him to move out already.  His pooh stinks up the whole place.  And he throws his toilet paper in",120001,4.53,3.51,1,3.39,6.43,6.04,16255,4/9/16 19:18
344,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,I saw an old friend at the movie theater in line ahead of me. I had not seen them in years. I went to the front of the line to see them. If I had not done that they would have gotten their tickets and been off and I may not have had a chance to talk with them.,119999,4,2.98,1,3.01,5.05,4,19002,4/9/16 19:18
207,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"i haven't gotten a sale all week and i really need this. so i fudge the truth in order to get the sale. the flaw that is wrong with the car will happen eventually and need to be fixed, so its not such a big deal that the person who bought it has to fix it now instead of later, I do eventually feel bad though since that person may be low in money and need the car in order to find work or deal with a child.",120009,1,1.85,3,1.86,7,7,11186,4/9/16 19:18
265,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,My friends and I are sitting and eating lunch in the cafeteria when the most unpopular stinky kid comes up to our table.He ask if he can sit with me.I did not want people to see me with the unpopular kids so I said there are no seats left.I watch him walk away and start feeling bad maybe I should have let him sit by me.,120000,2.13,1.97,1,2.07,4.99,4.93,12174,4/9/16 19:18
112,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"This is my favorite movie I have been waiting to see all year! I have a very busy schedule and cannot stay out late to wait for the next showing because I have work. Most of the people in line look like they are having a fun night out, something I desperately need to do to manage my stress level. I know this is my one chance to see the movie, so I use the opportunity I have. ",120004,4.75,3.1,1,3.2,5.41,6.07,19625,4/9/16 19:18
553,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,,27337,1,1,0,0,0,0,4514,4/9/16 19:18
362,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,,24166,3.04,2.58,0,0,0,0,15374,4/9/16 19:18
306,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I am sitting at the campus cafeteria with my friends.  The table is crowded. I am getting ready to enjoy my meatloaf. The person sitting alone at a different table comes over to ask if he may join us.  I say no, because",120000,6.06,4,1,6.92,7,7,15427,4/9/16 19:18
315,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,,33911,1.04,2.59,0,0,0,0,9500,4/9/16 19:18
288,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I have seen this salesman in my building before. The guy tries to play the helpless card so he can stop people and talk to them. He tricked me two weeks ago and wouldn't stop talking to me about his silly trinkets. Last week I saw him talking to another person in the building who was tricked into thinking he really needed help. This guy is much less important than me seeing people beat each other into bloody pulps. Boy, I wish I could shove that guy",120001,6.01,5.11,1,7,7,6.99,11922,4/9/16 19:18
85,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I'm sitting with a group of my co-workers, talking about our morning. I'm in a bit of a bad mood, perhaps something isn't going well with my work, or somebody is being irritating. When the person comes up to ask if he can sit with us, I say no almost automatically -- I see that there are no seats at the table so it just comes out as a no.  Later I watch the person go back to a table by himself and feel bad. I think about how I could have made room for him, and realize that now he's probably having a bad day just like I am.",120002,5.03,3,1,3.99,6,6,12066,4/9/16 19:18
268,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,,33920,1.03,1.04,0,0,0,0,6736,4/9/16 19:18
120,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,,43807,2.94,2.96,0,0,0,0,7637,4/9/16 19:18
514,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,I've been a new mom for a month now and haven't had much help from my spouse other then him picking up after himself once in a blue moon. When he gets home from work he complains about the messy house and complains about how I don't have food ready or that I'm not out of my pajamas yet. That night the baby is crying and I pretend to be dead asleep even when my spouse pushes me in an attempt to wake me up. After a couple of minutes he gets up and checks on our newborn himself. I think this was justified because he needs to help with the baby too since he helped make it.,120001,5.01,6.96,1,7,7,7,5441,4/9/16 19:18
352,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,,16169,4.98,2.97,0,0,0,0,19217,4/9/16 19:18
544,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,I worked really hard on this project and I deserve this promotion more than he does. In this company it is always men who get promotions more than women so I felt totally justified in putting him down. Not to mention he does have a lot of flaws and my boss should know about them. There wasn't much good to have mentioned anyway. ,119997,2.03,2.01,1,3.01,6.5,6.54,5509,4/9/16 19:18
265,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,,2560,3.03,3.07,0,0,0,0,5928,4/9/16 19:18
42,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"A customer came in today and wanted to buy the car that I was selling. He asked if there was anything wrong with it. I told him No there was not, although I knew that the car had some engine trouble. He bought the car, not sure that I did the right thing.",120033,1.05,1.05,1,1.04,6,5.97,7809,4/9/16 19:18
568,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,I think that the money could belong to the person ahead of me. But I am not positive. The person could lie and say it's their bill anyway. I decided to keep the money like a godsend. I needed to buy groceries. My cupboards were empty. There was no food. I had no extra money on me until payday.  ,120000,4.37,3.65,1,4.37,6.54,6.26,10844,4/9/16 19:18
15,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,,16911,4,3,0,0,0,0,15769,4/9/16 19:18
135,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"That baby is such a soul-sucking brat. Babies are like psychopaths. I have to do so much as a parent. So what if I ignore the baby once in a while? My wife finally gets up to attend to the baby. 

Afterwards, I feel selfish. This is my own child, and I should be more concerned for them. Also, a baby can't really change their behaviors at this stage. Child raising is going to be very difficult from here on.",120001,2.48,2.99,1,2.41,5.97,5.97,20425,4/9/16 19:18
262,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,,44816,5.07,4,0,0,0,0,9767,4/9/16 19:18
30,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I've been getting ready to go out for over a half hour. I've taken a shower and done my hair and dressed to impress. As I am splashing on some cologne, my roommate walks in covered in sweat and says their new IKEA furniture requires a second person to help assemble. They ask for my help. I lie and say I'm going to meet some business associates when really I'm just meeting up with a few friends for some drinks at the local bar. I don't feel bad because my roommate should've let me know well in advance and not have waited until Friday night to ask me for help. I tell the roommate I can help tomorrow. ",120004,4.21,4.52,1,4.17,5.7,5.34,4687,4/9/16 19:18
415,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,,71977,1,3.01,0,0,0,0,9889,4/9/16 19:18
104,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,,128822,4.94,3.09,0,0,0,0,9603,4/9/16 19:18
202,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,,37894,7,2.01,0,0,0,0,12520,4/9/16 19:18
478,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,,37376,7,7,0,0,0,0,6130,4/9/16 19:18
506,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,,26069,6.01,5.01,0,0,0,0,14008,4/9/16 19:19
567,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"i need to make a sale or i'll  get fired. i do not care how i do it but i must do it i thought. i then see a man come in looking for a car. he seemed totally lost as to what to look for so i took my chance. i managed to sell him a crappy car for a fair amount. he should have done his homework, people these days do not want to do any thing they do not have to. well sometimes it costs you",120201,5.04,4,1,2.7,7,4,14691,4/9/16 19:19
407,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,,46424,6.01,3,0,0,0,0,8697,4/9/16 19:19
344,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,,39320,6.03,4.01,0,0,0,0,12162,4/9/16 19:19
88,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,,47097,6.08,4.97,0,0,0,0,4526,4/9/16 19:19
531,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I just got home from work, checking in on the cat before heading out to the bar.  But, then I hear my friend's voicemail about helping him set up furniture.  I really hate when plans change last-minute, and I just want to spend the night my way without doing anything else for anybody.  So, I call him back up and say a white lie:  I have to finish a project for work, which I often do need to work late in order to do, but then I went to the bar instead and went on with my evening.  He said, at the end of the conversation, that he'd try some other friends.  I'm sure one of them would be able to help, so I don't feel bad about it at all.",119999,6.83,6.92,1,6.87,7,6.06,3071,4/9/16 19:19
541,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,I've worked a double shift at the hospital. 16 straight hours. I need the seat. After sitting down I can feel the whole train staring at me for being a complete jerk and I just bury my face into my book to avoid eye contact. I feel completely ashamed until my stop finally comes and I run off that bus like a bat out of hell. ,120002,1,1,1,1,6.03,6.2,8958,4/9/16 19:19
479,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"Finally my 18 hour shift working industrial construction is over, time to hop on the L train and go home. I see a golden egg as soon as i get on the train, an empty seat, as I make a b line for the seat no one sees, I see an old man searching as well, his loss. I plop down on the seat and take a quick nape while i wait for my stop.",120007,6.24,5.38,1,7,6.58,6.15,5254,4/9/16 19:19
268,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,,28196,1.02,1.03,0,0,0,0,6672,4/9/16 19:19
13,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"Courtney has been the bane of my existence for 6 months. My job has been twice as hard as the result of constantly covering up her incompetence, slowness, and refusal to follow company guidelines and any instructions. The only reason I can see she has this position is by taking credit for others' accomplishment and flat-out lying about her abilities, resume, and talent. 

I tell my boss nothing but the truth and I regret nothing. ",120003,5.07,2.03,1,7,6.03,7,8608,4/9/16 19:19
117,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I cooked this really amazing chicken based soup.  I spent hours making sure it tasted just right.  I then remembered that Betty was a vegetarian, but figured I would just tell her it was made with vegetable broth.  It is my house and my kitchen.  I don't cater to other peoples dietary choices.  My way or the high way.  I actually might laugh about the whole thing as I am serving the soup.  What a cruel joke.  Ha!",120001,6.02,3.09,1,3,7,7,7091,4/9/16 19:19
85,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,,27489,4.99,2.98,0,0,0,0,13242,4/9/16 19:19
452,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,,18142,6.01,4,0,0,0,0,46172,4/9/16 19:19
343,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,I see one last seat left on the train and an elderly person searching for a seat. My feet and back are sore so I sit down in the seat. The person across from me gets up and gives the elderly lady their seat. The woman is so appreciative and tells the person who gave them their seat how she has chronic back pain. I feel so bad that it didn't even occur to me to offer this poor woman my seat. I will d,120007,1.53,1,1,1,6.8,6.75,6774,4/9/16 19:19
399,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,,70921,1.26,1.15,0,0,0,0,12748,4/9/16 19:19
64,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,I am in a rush to catch a flight I go past a person struggling with a suitcase. There is not time for me to stop and help. Plus I am 62 years old. I would not be much help. I have to get on my flight.,120010,6.97,6.99,1,6.98,6.97,6.95,6911,4/9/16 19:19
135,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,,18482,4.82,3.04,0,0,0,0,15688,4/9/16 19:19
566,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,,120005,5.29,5.16,1,6.03,6.95,6.95,33088,4/9/16 19:19
65,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"The guy came up to me and asked to sit next to, but I told him all the seats were taken, which in reality they were. However, I feel bad in that, the guy just did not want to sit all alone and wanted a companion. I should have let him sit with me. I feel bad that I didn't. ",120000,4.95,2.94,1,4.97,5.98,5.88,6006,4/9/16 19:19
5,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I've been cooking soup all day for dinner with some friends.  I'm making a vegetable soup but to add flavor, I use a common box of chicken broth.  When the friends arrive, one mentions that it smells good and he's so glad that it is a vegetable soup so he can eat it.  I don't say a word and let him enjoy the soup.  There's no actual meat in there anyways.  
",120000,4.96,4.11,1,4.89,6.77,7,21972,4/9/16 19:19
329,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"There's a seat! And I'm not the only one looking. I can get there first. Sorry, but just because you're older than me doesn't mean that you get some sort of privileges. What if I had a bad knee and needed to rest? Or felt like I was about to pass out? It's first come first served, so if you can't get to the seat before I do that's not my problem.",120001,2.99,2.98,1,3,7,7,4307,4/9/16 19:19
544,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,,43568,1.45,1.52,0,0,0,0,7292,4/9/16 19:19
565,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"My wife has been slacking on getting up for the baby of late. I know she's been working really hard, what with taking care of the girl while I work, and doing her own freelance stuff on the side. But it's gotten to the point where she seems happy to let me do all the nightwork. That ain't gonna fly. In fact, not only did I pretend to sleep but I laughed out loud when I heard her on the monitor complaining about having to do it. Bitch.",120007,3.63,5,1,3.6,6.52,6.96,8010,4/9/16 19:19
506,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,,28683,3.48,2.98,0,0,0,0,16284,4/9/16 19:19
314,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,Kid woke up again in the middle of the night. I was up last night and the night before with her. It was an unspoken agreement that it was my husband's turn and he knew it. I knew I didn't need to get up and wasn't going to.,120001,4.03,4.07,1,6.04,5.99,5.94,4933,4/9/16 19:20
413,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I have just spent hours making this broth and now I am exhausted. I am all ready to spend time with my dinner guests, I am not about to go back into the kitchen to make a whole 'nother meal option for this one person. The vegetarian is only a vegetarian because it was a choice, there were no actual health concerns with their diet choice so I tell them that it is a vegetable broth so that I do not have to go back into the kitchen to cook more or just give them nothing.",120001,1.96,3.01,1,3.02,5.99,6.05,11977,4/9/16 19:20
568,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,,52152,4.27,3.35,0,0,0,0,6866,4/9/16 19:20
521,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"It's only 20 dollars, I don't feel like its a big enough value to get upset about it. Plus I don't even know i",119999,5.93,5.94,1,5.47,2.91,2.6,7973,4/9/16 19:20
50,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I'm at the Northfield theater to see the new Star Wars. The line is so fucking long. It's full of a bunch of teenagers. At the front of the line I see my friend Julia. She's standing by herself. I yell ""Hey Julia!"" and walk up to her. I say ""Thanks for saving me a spot while I parked the car"" No one seems to care because people do this all the time. Except that episode of Seinfeld.",120001,6.12,2.75,1,2.95,5.45,6.49,21026,4/9/16 19:20
7,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,I'm so tired and he's always gone to work.  He just drives a cab.  He never offers to get up with the baby or feed the baby or to change or bathe the baby.  I'm gonna pretend I'm dead deep asleep cuz I know he can hear the baby and he won't be able to ignore the cries for long.  I deserve a break tonight and it's the first time he'll have had to do this.  Not like I'd make a habit out of it!,119994,6.8,6.83,1,6.75,6.76,6.78,3473,4/9/16 19:20
299,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"on a crowded train i snatch a seat that an elderly person was probably going for. i feel hideous about it but i have health problems and i'm in a very bad mood. they look disappointed in me,",120009,1,1,1,3.03,7,7,10207,4/9/16 19:20
175,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,I image how it's extremely bad to lie. If I act like this I'm dishonest person. Thankfully I always say true. Even if I could lost money. Honor is much much more important than any money.,119997,1.04,1.07,1,1.06,6.91,6.91,4806,4/9/16 19:20
1,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,Having prepared dinner I remembered that on of my friends is a strict vegetarian. I have no time to prepare something else for him but I do have a big salad on the menu. I tell my guests that the soup was made from a vegetable broth hoping they will smell the difference even though I am,119999,2.42,2.16,1,2.39,4.68,5.07,6165,4/9/16 19:20
390,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,I can see myself very relaxed and very sorry for not being able to offer a seat to the person in question.,120009,5.96,3,1,5.95,5.01,6.93,10851,4/9/16 19:20
541,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,,49661,2.91,2.97,0,0,0,0,6382,4/9/16 19:20
531,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,,37344,5.97,5.04,0,0,0,0,12632,4/9/16 19:20
478,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,,34662,6,2.97,0,0,0,0,20981,4/9/16 19:20
117,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,,44976,2,1.98,0,0,0,0,8422,4/9/16 19:20
506,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,,18419,5.01,2.97,0,0,0,0,12203,4/9/16 19:20
167,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"It was Morgan, that weirdo who always talks about his pet turtle. I have no problem with this but we were having a spirited conversation with my coworkers, I don't want to ruin the moment for everyone so I cannot invite Morgan to our table.",120001,5.99,5.81,1,5.83,5.96,6.26,3881,4/9/16 19:20
55,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"Oh no! Look at that old lady struggling with that ridiculously big suitcase. She could fit in that suitcase. She must 90. Who's travelling with her? I should stop and help. But I gotta make this flight. I want to get decent seats too. I don't have time to stop. Don't make eye contact. Whew! Past her. Someon will help, im sure. ",120001,5.51,3.47,1,5.07,6.14,6.25,7111,4/9/16 19:20
452,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,,33590,4.97,3.33,0,0,0,0,17443,4/9/16 19:20
75,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,,120008,3.01,3.01,1,2.98,6.54,6.24,11741,4/9/16 19:20
187,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"My friends and I are sitting in the cafeteria, enjoying our cheap food, cracking jokes about Donald Trump, when a guy who was sitting alone at a nearby table comes over and asks if he can sit with us. There are no seats left at our table, so I have no choice but to tell them they can't sit with us. I feel bad about them not being able to sit with us. I know it can be difficult when you don't have many friends, and I feel for him, but there just weren't any seats left. I guess we could have looked for a folding chair or something to give him a place to sit, but I'm not sure if my friends would want to sit with someone they don't know. I would be okay with sitting with him, personally. I think",120001,6.02,2.97,1,5.01,6,5.97,12627,4/9/16 19:21
299,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,,20809,1.99,1,0,0,0,0,12052,4/9/16 19:21
565,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,,41567,4.53,3.61,0,0,0,0,9949,4/9/16 19:21
589,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,I had planned to go out to the bar with a few friends. Right before I leave my roommate Kris asks if I can help him set up his furniture. While he says it he is sitting watching TV. It is not the first time he has asked for help. Most of the times he'll just sit around and I'll end up doing everything myself. I choose to delay on my friends this time and that he can handle it on his own. I feel like I am justified as I know he is capable himself. ,120001,5.94,5.94,1,5,5.95,7,3593,4/9/16 19:21
395,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I end up showing up late to the movie I wanted to see, near the start time. I look at the long line of people and worry that it might sell out before I can reach the front of the line. Just then I notice my cousin Jedediah at the front of the line. I walk up confidently next to Jeb and wink at him. I greet him and thank him for waiting in line while I was running late. We walk up to the counter together and people dont hear us buy tickets to different movies. I feel bad as I walk into the theater and think about who may not make it in because of my choice.",120000,3.01,2.98,1,2.33,6.15,6.17,30315,4/9/16 19:21
313,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I just lost my job and am having trouble paying my bills. I see a $50 bill on the ground. The person walking about a few yards may or may not have dropped it, they may have just walked over it without seeing it. I keep the money, thanking the powers that be for giving me a helping hand with some very needed cash.",120008,6.05,4.32,1,5.94,6.16,6.02,4982,4/9/16 19:21
408,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"I get on the metro. It's crowded but there is a seat 10 feet away. I se an old man enter from the next set to door and loo for a seat, but I'm closer and get the seat. I don't really feel that bad, he's about 10 years older than I am, but I qualify as elderly,too and I can't stand along without pain. So I don't fret about the situation. ",120005,6.95,6.03,1,6.96,6.04,6.02,7150,4/9/16 19:21
