subject,condition,story_id,story,imagine,response,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,stamp
31,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I woke up late this morning and I might miss my flight If I don't hurry up.
So I get everything ready and rush to the airport.
As I make my way to the airplane I notice someone is struggling with their suitcase and needs help.
I would like to help them but I am in a serious rush and don't have time.
I avert my eyes and pretend not to notice and continue on my way.",7,3,1,7,5.74,6,6880,3/28/16 15:45
204,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"This train is really crowded. It looks like that old guy is looking for a seat. I see a seat right here I think I'll go ahead and take it. My feet really hurt anyhow. I'm sure another seat will open up in a minute. Sure, he is old, but he looks pretty fit. Maybe those missionaries down the row will get up for him. Look, if my feet were not killing me, I really would give up my seat, but I was here first and I'm tired. If I gave everyone my seat, I'd never sit down. He'll be fine.",1,2.5,1,2.15,6.65,6.1,10509,3/28/16 15:45
251,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"night: sight, might, slight, tight, height, kite
baby: maybe
up: yup, cup
bad: sad, mad, dad, glad, tad, pad
feel: teal, seal, meal, kill, deal, ",4.76,3.24,0,0,0,0,7052,3/28/16 15:46
400,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"Ground rhymes with round, abound, hound, mound, found, crowned, downed.
Bill rhymes with hill, kill, spill, mill, fill, trill, shrill, pill.
Yards rhymes with bards, cards.
Street rhymes with meat, meet, feet, feat, treat, neat, peat, teat, wheat, pleat.",4.5,4.86,0,0,0,0,9875,3/28/16 15:46
319,1,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I tried to imagine myself doing something like this, and I just can't. My sister, for instance, is a vegan, and I would never deceive her like this. Lying to someone about what's in their food is a serious offense. For instance, my sister, who hasn't ingested animal products in years, would get violently sick from something like this. I simply cannot even picture this scenario at all. ",1,1,1,1,1,1,3665,3/28/16 15:46
586,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"He walked into the shop and pointed out the used car we had parked in front of the building.  ""She's a beaut,"" he said, smiling, ""Anything wrong with her?"" He looked at me expectantly.

I hesitated, though he couldn't tell, as it was extremely subtle.  It had a catalytic converter problem that would clog in about a year, but I really wanted this sale, so my chances of getting caught were low.  ""Not a thing, she's all set, what were you planning to offer?"" I started to wave him into the building to be seated.",4.92,2.06,1,2.04,5.96,5,5989,3/28/16 15:46
280,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"sit: bit, hit, get, pit, lit, kit, mitt, knit, tit, wit, zit
train: main, brain, drain, rain, pain, lane, cane, feign, sane
seat: meat, beat, feat, peat, neat, beat, wheat, ",5.68,3.32,0,0,0,0,5449,3/28/16 15:46
383,1,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,,5.4,4.83,0,0,0,0,25046,3/28/16 15:46
35,1,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"Bill: rill, sill, dill, till, until, mill
it: hit, bit, sit, fit, 
That: hat, sat, fat, cat, mat, bat, tat, rat, 
on: con, dawn, gone, lawn, pawn, ",1.97,3.01,0,0,0,0,10070,3/28/16 15:46
243,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I just got home from work and have plans with some coworkers to go out to the bar.  I've been looking forward to this the entire car ride home and I'm not going to give it up just because my roommate decided to rearrange his room and get a new sofa.  He didnt even need a sofa and I have plans already.  I tell a white lie about having to finish a project for work.  My roommate believes me so I take a shower and change clothes, telling him I don't want to smell like sweat when I go back to do the project.  He appears to believe me and is still struggling with the furniture.  I offhandedly tell him I can help if he still needs it when I get back.  I head out the door, start up the car, and head towards the bar.  Time to have a little fun with the boys from work.",4.82,4.57,1,5.03,5.92,6.45,6774,3/28/16 15:46
228,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"car bar far, gets bets lets, sold gold hold fold bold, asks flasks masks, feel reel heel,  bad rad mad glad had fad cad dad lad pa",1.99,1.98,0,0,0,0,6177,3/28/16 15:46
511,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"spend: rend, tend, mend, fend, lend, send, bend
soup: loop, coop
broth: wroth, moth",1.07,3.03,0,0,0,0,6673,3/28/16 15:47
529,1,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"Flight: might, fright, kite, bite, right
Eyes: rise, surmise, chastise
Heavy: bevvy, Chevy, levy",5.02,3.01,0,0,0,0,22291,3/28/16 15:47
404,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"sit, pit, bit lit, train crane pain stain  feel peel real steal teal bad sad rad pad ",1.05,1.03,0,0,0,0,18094,3/28/16 15:47
70,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,I lied to a customer and said that car had no flaws when it did have flaws. I really really needed to make the sale because I was behind on bills and the commission from the sale would really help me. ,1,1,1,1,7,7,6585,3/28/16 15:47
148,1,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"Pick rhymes with 'lick, 'stick', 'dick'.  Put rhymes with 'foot'. It rhymes with 'sit', 'pit', 'skit'",2.28,2.21,0,0,0,0,11334,3/28/16 15:48
184,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"Your:  poor, pour, store, floor, nor, door, sore

Ask:  task, bask

Set:  bet, get, net, fret",2.06,3.99,0,0,0,0,7972,3/28/16 15:48
464,1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"We have reduced the automobile you are interested in so that it is a very appealing option. The price is a great deal under book value, so the car would be an excellent option. By saving so much money on this vehicle, you would be able to take care of any minor problems that might arise from its age and mileage. Of course, used cars can have some problems, that is always understood, but again, at this price the car is such a good deal, other than anything major going wrong, you would financially be ahead to buy this choice. ",1.07,2.04,1,1.07,4.98,4,8203,3/28/16 15:48
31,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"Sit rhymes with pit, kit, knit, fit.
Train rhymes with plain, plane, rain, cane.
Seat rhymes with beet, neat, beat, fleet, feet, feat, meet, meat.
About rhymes with bout, doubt, clout, out.
For rhymes with door, floor, soar, more, score, core, pour.",7,3.98,0,0,0,0,10522,3/28/16 15:48
203,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,I imagined having made this really good soup with chicken broth. I had my guests coming over and one of them was a vegetarian. I told him it was vegetable broth. I didn't really feel bad about it because he just became a vegetarian and I also didn't add meat to the soup its just chicken broth. ,2.04,2,1,2.01,7,7,8381,3/28/16 15:48
251,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"bill: mill, till, still, pill, kill, steal, heal
pick: stick, lick, trick
bad: sad, mad, dad, glad, pad
it: bit, sit, pit, hit, fit, quit, lit",5.79,2.04,0,0,0,0,5831,3/28/16 15:49
319,1,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"I tried to imagine myself in a situation where my co-worker really just bombed on everything they did. What my co-worker does affects me, too, so I would be honest if they did a terrible job on this project. I pictured myself in a situation where my job was at stake due to my co-worker's inept handling of this project, so I was really trying to cover my ass and save my job and not just get the promot",3.27,2.75,1,5.02,4.82,4.85,5194,3/28/16 15:49
586,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,pit mitt flit slit crown brown drown frown town meat feet beat deet beet fleet pleat bleat peat teat neat jete mete ,5.95,4.91,0,0,0,0,6350,3/28/16 15:49
280,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"middle: little, diddle
night: right, fight, might, knight, plight, right, sight, height, white, bite, kite, tight
check: wreck, speck
spouse: mouse, house, louse, douse 
",4.93,3.15,0,0,0,0,3746,3/28/16 15:49
400,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"My roommate asked me to help him set up his furniture today, but I've offered to help him set it up all week since he got it. I had a really stressful day, so I wanted to go to the bar for a few drinks. Plus, my favorite team was playing. I told him I had work to finish, but I didn't feel bad because he was too lazy to put together the furniture all the times I offered to help. I would've helped him today, but I really needed the time to myself.",5.52,4.34,1,5.22,5.03,5.56,6232,3/28/16 15:49
383,1,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,I imagine feeling happy when he goes to check,5.4,4.53,2,4.62,5.97,5.56,14786,3/28/16 15:49
445,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I imagined the new kid at school, who seems odd, asked to sit with us. I felt weird about him so I told him all the seats were filled. After words I felt bad about not including the new kid because I know I would feel bad if I was not included to sit with other kids because I was the new weird kid.",6.04,1.24,1,2.17,5.47,6.17,24102,3/28/16 15:50
35,1,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I'm sitting with my friends at a long skinny table and it's pretty crowded. A guy from a table by himself comes and asks to sit with us, and I think it's weird that he's asking to sit with a table full of girls, and also the table is really crowded and if he comes it will put a damper on our conversation. I tell him there are no seats left and we'll be leaving soon anyway, but maybe another time. Then I feel guilty and try to watch without appearing to to see if he finds someone else to sit with. I wonder if we're being clique",3.01,3,1,3,5,5.04,11388,3/28/16 15:50
511,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"My friends and i are so crowded around a table we couldn't fit another person in even if we tried. A stranger is sitting alone and halfway through eating his lunch when he comes over to ask if he can sit with us. It's kind of awkward because we don't even know this guy and he clearly just wants to sit with us to avoid being lonely, which is a fair enough reason but it's not like we can do anything about it, and to be honest i don't want to sit with some",6.09,4,1,5.99,5.03,5.04,4928,3/28/16 15:50
61,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"dinner rhyming words sinner, winner pinner. broth rhyming words, trough, slough. bad rhyming words mad, sad, dad, had, glad, fad, pad. feel rhyming words peel, meal, seal, eel. it rhyming words mitt, sit, hit, lit, pit. ",1.99,2,0,0,0,0,28407,3/28/16 15:50
529,1,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I am walking down Hoes Lane West and I see a fifty-dollar bill in the grass. I think another student dropped it, but I am in need of groceries and have no money left for the month. I pick it up and put it in my wallet because I am hungry.",5.02,3.3,1,4.96,5.97,6.28,4497,3/28/16 15:50
386,1,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"Cut rhymes with 'but', 'rut', 'nut', 'shut', and 'mut'. Standing rhymes with 'landing'. Sell rhymes with 'tell', 'smell', and 'fell'.",3.03,2.07,0,0,0,0,16092,3/28/16 15:51
404,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"sold , told, cold flaws, laws claws car, tar par feel, peel steel steal real reel bad, sad rad",1.09,1.05,0,0,0,0,8467,3/28/16 15:51
406,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"Down rhymes with 'clown', 'sound', 'pound', 'found, 'ground', 'town', 'frown'. Seat rhymes with 'beat', 'neat', 'feet', 'elite', 'meet'. Bad rhymes with 'sad', 'glad', 'mad', 'had', 'fad', 'lad'.",3.03,2.02,0,0,0,0,12637,3/28/16 15:51
70,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"line- mine, wine, dine
cut- but, hut",5.24,3.4,0,0,0,0,73283,3/28/16 15:51
148,1,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I cooked most of the afternoon.  It is my grandma's secret recipe for a fantastic soup.  As the time approaches for our guests to arrive, one of them calls and reminds me she is a vegetarian.  I feel bad for lying to her, but I told her my dinner woul be veggie firendly.",1.14,1.62,1,1.2,5.11,5.49,13277,3/28/16 15:51
184,1,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I think this would depend totally on my emotions that day.  On one day I might ask my friends to scoot down and make door for one more chair.  On the other hand, I might simply tell them that we're full, or ask them were they want to sit since there's no chairs left.",4.92,4.01,1,4,5.94,5.45,10834,3/28/16 15:52
464,1,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"Seemed that my day was going really poorly right from the minute I put my feed on the floor, but this fifty dollar bill was going to change that rather quickly. Of course my first thought is that if I ask someone if they dropped it, logically unless they were a totally trustworthy soul, they would say yes. Could I ask if they dropped any amount of money? They could still lie. I could ask them to describe the money that was dropped, but then again that would be totally unrealistic. Well, in light of the fact I am a careful cautious individual myself, I think that someone who is walking around carrying a fifty dollar bill in their hand should logically realize they might drop it. Finders keepers. ",4.03,2.98,1,4,5.92,5.97,11278,3/28/16 15:52
228,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I had just left the store where I was buying groceries, I didnt have enough money to buy all the groceries that were needed for the week. I am walking down the street and see a fifty dollar bill another person was in front of me they must of dropped it. I put it in my pocket and go back in the store to buy more groceries.",4.99,4.92,1,4.96,4.97,4.91,132272,3/28/16 15:52
251,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"Earlier, that person cut in front of me in line, so I felt like they could get their bag themselves. The person not only cut in front of me, but a bunch of other people too. And when confronted about it, they stated that they were in a hurry. Everyone was going to the same place, so they could have just waited, but wanted to be first. So, I let them struggle with their suitcase so that instead of being first, they can be last.",3.62,3.18,1,6.64,5.25,6.06,12858,3/28/16 15:52
319,1,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"The person at the front of the line is the person I was supposed to meet there anyway. I forgot my phone at home, so I didn't realize that my friend was already there and in line waiting for tickets. We had planned on meeting at the movie theatre anyway, so of course I jumped in line with my friend when I saw them. ",7,5.22,1,5.84,6.89,6.77,3951,3/28/16 15:52
280,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I imagined this scenario exactly as I actually went to a movie yesterday and the lines were very long, and I witnessed someone do this. Honestly, I probably wouldn't actually do this, so it's hard for me to perfectly imagine this as I would feel really guilty doing this, unless it's someone that I know really well, or had actually planned to see the movie with this person. If I didn't plan to meet the person there, I have a hard time feeling like my behavior was justified and would actully probably feel guilty",1,2.59,1,1.16,5.6,6.35,4823,3/28/16 15:52
586,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I walked hurriedly down the sidewalk, already late for work.  I went to grab my car down a block when I looked and flopping on the walk was...I couldn't believe it! a $50 bill! I dashed forward to confirm, and sure it was indeed! I looked around and there was a man walking ahead of me, he was the only one around, and maybe, maybe he dropped it.  Too far ahead I thought, and I scooped it up.",6.74,6.29,1,4.97,5.01,5.46,6848,3/28/16 15:52
400,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"Avert rhymes with inert, exert, advert.
Walk rhymes with talk, gawk, hawk, caulk, lock.
Heavy rhymes with bevy, Chevy, heady.
Flight rhymes with night, light, fight, plight, kite, white.
Eyes rhymes with wise, lies, flies, pies, ties, ryes.",5.93,3.16,0,0,0,0,6486,3/28/16 15:52
203,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"Boss, ross, floss, cost, moss, dos, toss, 
worst, burst, thirst, first 
bad, rad, fad, mad, glad, sad 
think, blink, mink, shrink, dink, 
big, dig, rig, ",2.02,1.02,0,0,0,0,10230,3/28/16 15:52
451,1,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I imagine feeling a little guilty that I didn't stop, but I was probably in a hurry or something. Maybe I hoped that someone else would stop and help. I try to hurry as quickly as possible, but not so quickly that it seems obvious what I'm doing.",2.98,1.97,1,3.48,6.04,6,11293,3/28/16 15:52
511,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"new: blue, two, goo, woo, you, sue, Jew, crew, lieu, zoo, coo
night: fright, light, might, kite, white, right, tight, plight, sight, fight, height, bright
spouse: house, douse, ",5.51,3.75,0,0,0,0,5671,3/28/16 15:53
35,1,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"that: hat, sat, bat, cat, rat, tat, fat, mat, gnat, pat, vat
made: bade, fade, played
one: sun, run, done, ton, fun, bun, pun, son",1,1.99,0,0,0,0,21088,3/28/16 15:53
277,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,I begin with mood spoiling concern that my friend will call or someone will see me and they will find out I lied to get out of helping them. The idea of this happening is intolerable. I end up leaving the bar soon after ordering my drink. I end up in a 2 day funk.,1.89,2.07,2,2.97,5.55,4.73,8840,3/28/16 15:53
61,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"parts; hearts, starts, smarts. think; sink, pink, stink, ink, mink. all; stall, small, gall, tall, mall. ",3.04,1.21,0,0,0,0,8534,3/28/16 15:53
529,1,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"Baby: maybe, scabie
Spouse: mouse, louse, Strauss, house
Check: heck, neck, peck, wreck",6,4,0,0,0,0,5843,3/28/16 15:53
501,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"My roommate never seems to help me much, so I don't feel much like helping them, especially after a long day. I have had a hard week and I need a break. I want to be polite so I lie. I just don't want to start drama.",1.95,1,1,2.95,5.01,6,11825,3/28/16 15:54
386,1,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I imagined myself arriving at the airport to go on a business trip to another city when I come across an elderly man who obviously has trouble handling his suitcase -- it's almost as big as him. I am late and I am dangerously close to missing my flight, so I pretend I don't see the struggling man and I hurry past him to my terminal to catch my flight.",1,1.31,1,2.02,5.8,6.02,7201,3/28/16 15:54
70,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"sit- hit, lit, bit, twit, mitt
seats- beats, meats
table- fable",5.07,4.88,0,0,0,0,5084,3/28/16 15:54
184,1,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"Broth:  Hoth, cloth, moth, 

You:  stew, clue, poo, do, new, strew

Soup:  stoop, coupe, loop

Over: rover, clover",1,2.42,0,0,0,0,6190,3/28/16 15:54
148,1,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"I had just left the gym after a particularly brutal legs workout.  As I boarded the train to go visit my parents for the weekend, I came to an open seat and looked forward to resting my tired legs. I noticed an older lady looking for a seat, but I was here firrst.",2.05,2.64,1,2.07,4.86,5.32,11174,3/28/16 15:55
406,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I was lining up to see the next Batman movie, when I noticed my best friend who I was planning to see the movie with earlier. She was at the front of the line. I figured it wouldn't make much of a difference if I moved up in line to join her. I brushed my way past families, kids, teenagers, single adults, until I greeted her and entered the l",3.01,2,2,2.09,5.14,5.6,13487,3/28/16 15:55
228,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"you flew grew, rushing gushing hushing, catch match hatch, flight height light might, see bee she, past last blast, ",4.95,3.12,0,0,0,0,15132,3/28/16 15:55
404,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"My husband and I invited some a coworker and his wife over a dinner, I spent 2 hours making Potato soup but I had realized I was out of vegt",3.05,1.99,1,3,5.03,4.96,17381,3/28/16 15:55
464,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"Since I already have had problems with my back, it is hard to use that as an excuse to get out of moving heavy items. My friend will tell me they will take care of the heavy lifting, but I know how that often works out. I end up getting all the heavy stuff just because I am a big guy. Using the excuse that I have back problems is never believed, so in all honesty coming up with a different excuse is not really unethical since it is the only way I can protect my own health. If I pull my back out again, I will lose time from work, lose money, and just generally be a bad space physically for who knows how long. Best to just say I have a project, and besides, IÕ¢_ŠÎ_†¢d rather got to the bar with my friends anyhow. ",1.12,2.01,1,1.06,6.07,6.03,5884,3/28/16 15:55
45,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I am getting ready to leave and my roommate stops me, telling me they're having trouble with the furniture in their room. I really don't want to help, so I tell them I need to finish a project for work and I go out to the bar instead. I leave early, though, to see if they have finished. He hasn't, so I help him.",1,2.9,1,1.95,1.95,1,7597,3/28/16 15:55
280,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"guests: rests, bests, pests, nests, jests
hours: flours, flowers, towers, powers, sours
soup: poop, gloop, hoop, loop, whoop, troupe, boop
one: fun, done, won, run, bun, hun, son, sun, ton, pun, ",2.1,2.42,0,0,0,0,12806,3/28/16 15:55
400,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"Boss rhymes with moss, cost, floss, toss.
Big rhymes with rig, wig, pig, trig, fig, cig, Whig.
Think rhymes with drink, clink, pink, wink, fink, rink, mink.
You rhymes with brew, stew, flew, coup, few, new.",3.67,3.16,0,0,0,0,9182,3/28/16 15:55
116,1,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I see my friend at the front of the line while waiting to see Ted. He's in line, luckily, as there are a good fifty or sixty people behind him. ""Hey!"" I make a big show of knowing him and responds in kind, and I slip into line as though he were holding my place. As soon as the movie started I distanced myself from them by a good ten seats or so.",2.97,1.92,1,3.23,5.95,6,7974,3/28/16 15:55
203,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"room, doom, bloom, fume, womb, zoom
bar, far, car, char, scar 
can, lan, fan, dan, tan, ran, sand ",3.07,3.01,0,0,0,0,7043,3/28/16 15:55
511,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"I have just been laid off and this is my last week on the job; i desperately need as much money as i can get in my last paycheck because the local economy is such i don't expect unemployment or my savings to be able to support me until i get a new job. Besides, i'm the salesman, not the mechanic; it's always possible my understanding of the flaw is incorrect. I'll do my best to get the customer to buy a good enough warranty to cover the flaw if it does turn out to be an issue and they'll just be a bit inconvenienced. ",5.51,3.4,1,5.06,3.14,3.03,6224,3/28/16 15:56
251,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"line: rhyme, lime, time, pine, sin, mine
cut: mutt, butt, but
you: to, sue, hue, do, poo, moo
it: sit, bit, pit, lit, mitt, hit",6.94,3.38,0,0,0,0,64976,3/28/16 15:56
35,1,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"in: sin, bin, tin, pin, din, gin, win
to: due, sue, new, hew, imbue, flew, hue, cue, queue, true, you, through, 
up: cup, 
check: beck, ",4,2.97,0,0,0,0,10292,3/28/16 15:56
277,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,feet beat cleat seat neat feat talking stalking fill hill will kill still spill trill nil blue true new two do found sound round clowned are car far bar star ,5.43,2.75,0,0,0,0,9472,3/28/16 15:56
529,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I see my roommate Lucy struggling to set up her new dresser in her room. She asks if I can help her, but I've had a really bad day and want to go down to Ellery's pub to have a couple beers by myself and relax. I tell her I have to finish up a school project, but then head to the pub instead. I walk in, order a lager, and can feel the weight lifting.",3.01,1.22,1,3.05,5.9,6.09,4733,3/28/16 15:56
501,1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"Paid rhymes with laid, made. Car rhymes with bar, far, lard, ",1,1,0,0,0,0,4888,3/28/16 15:57
