subject,condition,story_id,story,imagine,response,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,justifRT,stamp
106,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"It is a hot day outside. A customer has been dragging me around the car lot for almost an hour looking for a deal. He has been being picky about every small insignificant detail of the cars I have shown him. When he finally asks about this car, I tell him that it doesn't have any flaws, because I doubt he will pick it anyways. ",5.77,4.5,1,5.92,6.72,7,7125,3906,5/23/16 19:27
275,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,I imagine sitting in the kitchen and realizing Susan is vegetarian. I panic and realize it is too late to cook something else. I don't feel like she will be harmed so I decide to lie about the broth.,3,2.95,1,2,6,5.97,15514,10855,5/23/16 19:28
460,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"My roommate is trying to set up furniture in their room. I don't really want to help and I had plans to go out to the bar. I lie and say that I need to finish a work project. In reality, I go out to the bar.",3.03,3.07,1,2.98,4.97,5.79,3083,3104,5/23/16 19:28
424,1,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"will, fill, beat, fleet, due, too, who, pound, mound, found, car, star, tar, far",4.67,4.8,1,2.91,0,0,4644,3274,5/23/16 19:28
166,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,i imagined that the person i knew would look at me a bit confused but then agree with me and play along with me and let me buy a ticket with them for the movie,3.39,3.43,1,2,5.95,5.59,11388,10421,5/23/16 19:29
78,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"bar, star, far, tar
bold, cold, mold,
caws, 
maid, raid, ",1.04,3.03,1,1.05,0,0,13996,9328,5/23/16 19:30
460,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I want to get tickets for a movie I've been wanting to see. The movie is going to sell out and I'm towards the end of the line. I see a friend at the front of the line and I go over to talk to them. As I'm talking, I cut into the line.",2.02,2.01,1,2.97,5.64,5.97,2839,7221,5/23/16 19:31
106,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,I imagined that their furniture was very heavy oak wood furniture. I did not want to exhaust myself before going out to the bar. I also imagined that they were in a bad mood and was swearing while struggling to set up the furniture. ,6.38,4,1,5.98,3.76,4.26,4270,5133,5/23/16 19:31
275,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"spouse rhymes with mouse, house, and louse. baby rhymes with maybe and navy. crying rhymes with dying, lying, and buying. check rhyme",4.97,4.01,1,2.99,0,0,4528,6947,5/23/16 19:32
323,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"bad rhymes with sad, mad, dad, had, fad, lad, tad
bar rhymes with car, star, far, car, mar
go rhymes with blow, snow, doe, row, roe, sew, so, glow, bro
set rhymes with met, bet ",1.09,1.94,1,1.96,0,0,2951,23196,5/23/16 19:32
166,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"bill = drill, sill, kill, fill, mill, till, swill, still, will, pill, skill, grill, hill",4.29,4,1,4,0,0,21971,5478,5/23/16 19:32
424,1,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,I feel bad because I would let them sit down but there is no more space.,4,2.77,1,5.86,6.02,6.14,83620,1978,5/23/16 19:33
192,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,,4.98,5,1,2.01,0,0,298523,15940,5/23/16 19:33
78,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I am rushing to my flight, I only have a few minutes to get to my gate and I have to walk really fast. I think that maybe they should not have packed so much or they should have invested in a decent suitcase with good wheels. Its not really my problem and I don't have time to help them anyways. I look down and walk around them. ",6.99,3.02,1,6.03,4.97,5.99,7762,7820,5/23/16 19:34
460,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I'm sitting with a group of my friends in the cafeteria. We don't have any seats left at our table. Someone, who has been sitting alone, walks over and asks if they can sit with us. But we have no seats free so I tell them no.",4.52,3.01,1,4.6,5.93,5.89,8991,3339,5/23/16 19:35
323,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"My boss has been on my ass about sales quotas all week. Selling a car is all I can think about. I see the kid walk onto the lot. He is looking at a blue car that has some major issues but, it just came in. I go to him and ask what he likes about the car. He says the color. I know he doesn't know much about cars. I tell him I don't know about it because it just came in.",3.11,2.48,1,2.79,5.69,5.91,5671,3720,5/23/16 19:35
106,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I imagined that there was a nice straight line in front of me to begin with. As time passed, the line began to become a ball of people, as others started cutting in line in front of me, talking to other people in the line. I decided that I would do the same and get the tickets since I was in the line before a lot of the other people. ",6.92,6.56,1,5.33,6.14,6.7,4673,10654,5/23/16 19:35
166,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"did = kid, mid, bid, skid, rid

feel = peel, steal, meal, wheel, deal, seal, ",1,2.02,1,1,0,0,11270,2737,5/23/16 19:35
275,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"street rhymes with meet, meat, sweet, beet. bill rhymes with hill, dill, mill, sill, and will. ground rhymes with mound, sound, pound, and wound. dropped rhymes with popped, stopped, and cropped.",5,3.02,1,1.92,0,0,5805,20731,5/23/16 19:35
192,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,I pretend I am laying in bed while th ebaby cries and I am tired so I just pretend to be a sleep until they get up. I do this all the time in real life and I see nothing wrong with it. They way I see it is who ever is the tiredest will stay in the bed.,6.94,5.96,1,1.9,6.83,6.9,24076,6014,5/23/16 19:37
78,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"My boss is seated at his desk in front of me, piles of papers in front of him. He asks me about my co-workers performance on the big project we just worked on. I tell my boss that they really did not contribute, that they did not pull their weight and I had to do most of the work on the project. I say that they didn't seem to understand the importance of this project to our company. ",2.03,3.03,1,1.99,4,4.97,8606,5889,5/23/16 19:37
323,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"seat rhymes with meat, beat, treat, greet, elite
sit rhymes with fit, tit, bit, mitt
bad rhymes with sad, mad, glad, had, dad
down rhymes with frown, clown",1.67,1.91,1,2.09,0,0,6024,3905,5/23/16 19:38
106,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"Sitting rhymes with fitting, getting and knitting. Seats rhymes with eats, meats, greets and beets. Alone rhymes with phone and drone. Could rhymes with would and should. ",4.12,3.62,1,6.03,0,0,5613,3910,5/23/16 19:38
275,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"down rhymes with town, frown, and drown. train rhymes with pain, main, and sane. seat rhymes with meat, meet, teat, beat, and beet. bad rhymes with rad, tad, sad, mad, and fad. ",1,1.98,1,3.02,0,0,6442,2790,5/23/16 19:39
235,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"car, bar, far, tar, jar, par, ",1,1,1,2,0,0,9199,8173,5/23/16 19:39
166,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"over = clover, rover, dover
soup = stoop, coop, poop, scoop
bad = mad, sad, had, glad, tad, ",1,2,1,1.98,0,0,60927,3239,5/23/16 19:39
192,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,,6.89,3.07,1,1.06,0,0,6889,2659,5/23/16 19:40
78,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"The train is really crowded tonight and it smells bad. It is really packed. I was so lucky to find a seat, I am tired because I have been working all day and I need to rest. I see an elderly person also looking for a seat, so I quickly sit down before they see it. Maybe someone else should give them their seat, I am too tired to stand up for the long commute home, I need to sit down too. ",3,2.99,1,2,4.98,5.94,6104,5462,5/23/16 19:41
323,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,I am very late for my flight. I am going to meet my girlfriend in Florida. I am rushing through the terminal and I see a woman struggling with her bag. I pretend I don't see her and keep rushing to the gate. I can't stop because I could miss my flight and my girlfriend would never forgive me. She is the one who booked the ticjet. My only responsibility is to get on the plane.,5.49,3.36,1,5.55,6.3,6.31,6553,3794,5/23/16 19:41
106,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"Both rhymes with growth. Boss rhymes with sauce, toss, and cross. Project rhymes with object. Tell rhymes with fell, sell, shell, and ",4.44,4,1,6.28,0,0,6267,15591,5/23/16 19:42
235,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"line, fine, mine, combine, feline, canine, ",2.07,2.98,1,1.98,0,0,7627,2348,5/23/16 19:42
275,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"car rhymes with bar, tar, star, mar, and char. paid rhymes with maid, laid, made, and wade. flaw rhymes with saw, slaw, and raw. ",2.05,2.04,1,1.12,0,0,36207,2671,5/23/16 19:42
192,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"I think of the car has been sold under par, you can take your husband out to the bar, ",1.99,2.01,1,1.03,0,0,3304,3071,5/23/16 19:43
166,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,that it is someone i dont like and that i really dont want to help them so i say i have a project back and work i need to deal with and finish and then leave and head to the bar shortly after that,4,3.74,1,2.04,5.18,5.81,33385,3100,5/23/16 19:43
431,1,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"The last project my co-worker and I worked on was mainly done by me. I had to do most of the work while my co-worker slacked off and made excuses as to why he couldn't put as much effort in. As a result, I was somewhat annoyed, as he took credit for work that I did. When my boss announced the promotion, I decided to let the truth out. Although I did focus on the worst parts of his performance, there weren't too many good things to say about his performance. ",5.91,4.45,1,3.01,5.19,5.97,17596,2504,5/23/16 19:43
323,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I am walking down the street. I have no money. I am hungry. Just then, I notice a $50 on the ground. I pick it up quickly and hope nobody notices. I am super happy about my good fortune. I am a bit sorry that it came at the cost of somebody else but, I need the money. I feel like they can spare it.",5.79,3.23,1,4.8,5.79,6.18,3411,3369,5/23/16 19:44
78,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I am sitting at the table with my five friends. We are talking and eating our lunch. I notice that the person sitting alone next to us has come over and asked if they could sit with us too. I tell them no, clearly there is no place for them to sit with us too. Did they want someone to leave to make room? There is not room for them, if there was room, I would let them sit with us too.",5.72,3.32,1,6.49,5.76,6.24,5389,10069,5/23/16 19:44
235,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,friend has moved again and wants furniture moved all over. Have helped them 3 times before and would just rather go get a drink and relax.,5.09,3.13,1,4.96,6,6.25,37419,3502,5/23/16 19:46
19,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"creep, heap, mouse, house, douse, deck, trek, speck, heck",1.41,1.95,1,2.02,0,0,7963,12341,5/23/16 19:46
192,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,I imagine trying to go have alot of fun so I told a white lie to have a good time. I imagine that everything goes smoothly. ,1.99,2.04,1,2.08,6.81,6.88,42175,7838,5/23/16 19:47
275,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I imagine the person coming over is a girl who is unattractive to me. I don't want her to sit next to me, so I tell her there are no seats left. I feel bad inside but I feel this is better than telling her she is ugly and really making her upset.",5.04,2.95,1,3.94,6.91,7,15499,3910,5/23/16 19:47
431,1,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I had a rough week and had to spend a couple thousand dollars on an emergency car repair. I wouldn't get my car back till next week, and as a result, I had to take public transportation to work. One day, as I was walking to work, I see a 50 dollar bill on the floor. I wasn't fully sure who dropped it, and seeing that I had a bad week and probably needed the money more than the person in front of me, I decided to pick it up and keep it for myself. ",5.99,3.51,1,2.41,5.02,5.06,22979,4552,5/23/16 19:47
323,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"line  rhymes with tine, dine, sign
bad  rhymes with sad, mad, had, dad, glad
soon rhymes with moon, tune
",4.98,2.48,1,3.36,0,0,9811,4243,5/23/16 19:47
166,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"seat = sleet, neat, peat, street, beat, meat, meet, treat, wheat

feel = seal, wheel, kneel, steal, peel, teal",1,2,1,3.01,0,0,69681,8780,5/23/16 19:47
78,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"I am so tired. I can't believe the baby is crying again. I am going to lay here and pretend I don't hear her, so my husband will get up instead. He never gets up, he always makes me do it. I am going to just pretend I am sleeping. He finally gets up out of bed and goes to check on the baby, she stops crying after a few minutes and I go back to sleep.",5.46,3.3,1,4.67,5.75,6.4,4732,5659,5/23/16 19:48
19,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"clerk, shirk, far, car, star, par, about, clout, stout, devout, pout, doubt",5,3.1,1,3,0,0,2714,4316,5/23/16 19:50
235,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,Theres really no way to know if they dropped it or not. If it wasnt theirs and you offered it they would probably take it anyway.,5.02,3.01,1,2.1,5.05,5.05,9407,2987,5/23/16 19:50
323,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"bad  rhymes with sad, had, mad, glad, dad, fad, grad
feel  rhymes with meal, seal, zeal, deal, 
did rhymes with hid, lid, kid ",2.33,2.28,1,2.18,0,0,5531,3475,5/23/16 19:50
166,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"i honestly cant even think of a thing for this one, this is just too far out of my mind to come up with something",1,1,1,1.98,7,6.05,3331,5112,5/23/16 19:50
192,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"I picked up a bill, I went and bought some pills, I dont feel bad cause his name is bill",2.02,1.08,1,2,0,0,8513,40747,5/23/16 19:50
78,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"meet, meat, greet, neat, 
gill, grill, mill, sill, 
nifty
talking
",6.74,3.44,1,5.99,0,0,9426,4470,5/23/16 19:51
439,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"line time fine climb chime rine sign wine dime
cut but putt rut
front bunt punt ",1.79,2.93,1,2.06,0,0,6682,5686,5/23/16 19:51
275,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,I imagine thinking of how much I would not want to engage in the physical labor of moving furniture. I imagine going to the bar sounds much more enjoyable. To make myself feel less bad I lie and say I am finishing work project but then I really go the bar to enjoy myself. They never find out and don't hate me for it.,2.93,2,1,1.98,7,7,80164,2056,5/23/16 19:52
432,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I imagined that I was in my home kitchen, and I was stirring in the pot of matzo balls (made with chicken broth) and I received a text from one of my guests telling me that Crissy is a vegetarian. I shrugged my shoulders and kept cooking. ",1.04,1.95,1,1,5.66,5.67,24309,3151,5/23/16 19:52
19,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"I am at work, and am in danger of being let go, since I haven't sold a car in over 3 weeks. I haven't made any money in 3 weeks, since I only get paid commission.

I knew that the car was in bad shape, but I lied to the customers, because I had to get it sold. They believed me, and purchased the car. I feel bad, but what else could I do?",1.06,1.29,1,1.2,6.96,6.91,2775,2438,5/23/16 19:53
323,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"bad rhymes with sad, mad, dad, fad, glad
night rhymes with fight, sight, tight, site, might
feel rhymes with meal
",5.06,3.17,1,3.51,0,0,53348,3634,5/23/16 19:54
78,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"gloom, doom, 
car, far, par, star, mar, tar,
clout
jerk, 
cup, pup, ",2.04,3.03,1,3.66,0,0,12628,8695,5/23/16 19:54
439,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,I was not aware any of the guests was vegetarian.  I did not think to ask and figured someone would let me know if that was the case.  I feel anxious about telling the person the truth.  I reason that it is better to simply say it was vegetable broth and they will never know.  What's done is done and it makes no sense to make them feel bad or regretful.,2.97,2.01,1,3.06,6.15,7,14905,3869,5/23/16 19:54
192,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,I like to eat by myself so I would lie to the person and see nothing wrong with it. I think this would be perfectly find. ,2.98,1.96,1,1.06,1.2,1.25,46583,12408,5/23/16 19:55
275,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"rushing rhymes with gushing and mushing. flight rhymes with might, blight, tight, sight, right and light. eyes rhymes with prize, size, pies, ties, and byes. walk rhymes with stalk, chalk and balk. ",5.96,4.04,1,4.96,0,0,7916,2404,5/23/16 19:55
432,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I imagined that I was walking to the market, and I found that money on the ground, but it was sitting in such a way that no one noticed it but me. I wouldn't feel bad keeping it, since the person isn't right in front of me. ",6.01,5.07,1,5.95,5.41,4.6,33596,3976,5/23/16 19:56
431,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"bargainer, caregiver, carnivore, car, guitar, cigar, spar, tar, star, jar, affect, aspect, collect, connect, defect, correct, defect, detect",4.98,5.05,1,6.01,0,0,66288,1784,5/23/16 19:56
19,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"shine, pine, dine, spine, nine, incline, brine, bunt, shunt, hunt, punt, runt, hut, butt, shut, nut, putt, rut, gut, mutt",4.23,4.09,1,2.99,0,0,3218,2370,5/23/16 19:56
323,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I am hosting a dinner. I am nervous because I worry that people wont like my food. As I hear there is a vegetarian, I mention that the soup is vegetable. They are pleased but, I feel bad.",1.34,2.09,1,1.58,6.55,6.53,4605,3100,5/23/16 19:57
78,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"rickets, groovy, wine, mine, shut, hut, nut, ",3.06,3.14,1,3.59,0,0,9973,5148,5/23/16 19:57
439,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"bar par tar far jar czar are car
",3.13,1.97,1,2.94,0,0,7032,3569,5/23/16 19:58
192,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,I like soup made from veggies broth it is made form chickens from a coup. I dont really udnerstand this task ???,6.83,2.09,1,1.06,0,0,3768,2240,5/23/16 19:58
37,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,A coworker and I both recently completed a big project together.  We are now both being considered for a hug promotion within our company.  When my boss asked about her job performance on the project i only disclosed all of the bad parts of her job performance. I did not feel bad because i wanted the promotion and I think I deserved i ,1.98,2.49,1,2.7,5.26,6.28,4607,19558,5/23/16 19:58
275,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,I imagine I really want these tickets before they sell out. I see my friend and realize this may be my only chance to secure the ticket. I feel bad about going in front of others who have been waiting patiently but I don't feel like standing all that time for nothing. I go up to the person I know and talk loudly to him to make it seem like he was holding my spot so those around me won't get upset at me.,2.88,1.96,1,1,7,7,34144,2590,5/23/16 19:58
432,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I imagined that I was in a very long line and I saw my home girl up in the front of the line, and I walked up to her and asked if I could wait with her.  I also imagined people being upset that I did it as wel.",1,1.95,1,2.04,5.27,5.03,4951,2757,5/23/16 19:59
19,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"At work, I really need this new promotion. I know that this is the only way I'll be able to get ahead. If I don't make a move up soon, they may think I'm not pulling my weight around here.

I know that James did a pretty good job on the project, but I told our boss all the negatives, and highly emphasized them, to put myself over. It seemed to have worked, as it looks like I'll probably get the promotion. ",1.56,1.98,1,2.26,7,7,1920,2762,5/23/16 19:59
431,1,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"carrion, marion, barbarian, librarian, droop, coupe, scoop, loop, group, tests, pests, quests, testes, breasts, chests, arrests, protests, requests, retest,  ",5.03,3.09,1,5.06,0,0,8923,1938,5/23/16 20:00
323,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"As I sit down, I notice the new guy is all alone. I could get up and join him but, I don't feel like it. He comes over to my table and asks if he can sit. I look and notice there are no other seats. Rather than join him at his table, I tell him there are no seats and continue with my food. I think about how I was a jerk all day and later invite him to go out",1.46,1,1,2.68,6.91,6.88,4620,4819,5/23/16 20:00
78,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"poop, coop, goop, loop, 
winner, sinner, 
flours
cloth",4.76,3.02,1,4.37,0,0,5661,6283,5/23/16 20:01
439,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"eyes cries ties lies pies dyes sighs vies dies
heavy levy bevy",2.96,2.09,1,2.96,0,0,2684,2106,5/23/16 20:01
37,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"walking= talking, stalking, gawking, mocking

street= beat, feet, heat, treat, meet, neat , greet, veet, pete, wheat

yards= cards, shards, lards, wards
 
bill= hill, pill, kill, mill, fill, dill, sill, gill, ",5.99,4.64,1,4.65,0,0,3206,9029,5/23/16 20:01
275,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,I imagine that I really want this promotion and would do whatever it takes to get it. By telling my boss just the worst parts of my co-worker's performance I am both not lying and making myself look better. This would increase my chances for the promotion and seems like a good strategy to me. I feel somewhat bad but again I am not actually lying about anything.,5.01,3.9,1,2.04,5.98,6.01,3139,3518,5/23/16 20:01
432,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"tight, right, fight, might, kite, like, gigabyte, sleep deep, ",4,3.24,1,5.05,0,0,4364,1621,5/23/16 20:02
19,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I am rushing to get to my terminal to board the plane, and if I miss this flight, I will be screwed. As I am running, I see a woman struggling with a large bag. I know I should help her. I can't though.

This makes me feel ashamed, so I avert my gaze, hoping she wont look at me, expecting help. I would have to say no, and keep on running, which would make me feel even worse.",6.73,3.73,1,3.64,6.81,6.51,7007,3291,5/23/16 20:02
